id,brthcan,prv,region,marstat
16579,1,48,4,5
16580,1,24,2,2
16581,2,35,3,1
16582,1,46,4,4
16583,1,48,4,1
16584,1,35,3,1
16585,2,59,5,1
16586,1,48,4,1
16587,1,11,1,1
16588,1,35,3,1
16589,1,47,4,1
16590,2,12,1,2
16591,1,24,2,1
16592,1,24,2,1
16593,1,35,3,1
16594,1,13,1,1
16595,1,24,2,2
16596,1,35,3,1
16597,1,24,2,1
16598,1,24,2,2
16599,1,24,2,1
16600,2,47,4,4
16601,2,35,3,4
16602,1,35,3,1
16603,1,10,1,1
16604,1,24,2,1
16605,1,47,4,2
16606,1,10,1,2
16607,1,11,1,1
16608,2,24,2,3
16609,1,11,1,1
16610,1,10,1,2
16611,2,47,4,1
16612,1,35,3,1
16613,1,59,5,1
16614,1,48,4,1
16615,1,59,5,1
16616,2,48,4,6
16617,1,24,2,1
16618,1,35,3,1
16619,2,35,3,1
16620,1,35,3,5
16621,1,10,1,1
16622,1,13,1,6
16623,1,24,2,6
16624,1,24,2,2
16625,1,59,5,6
16626,2,35,3,5
16627,1,24,2,2
16628,1,24,2,1
16629,2,59,5,1
16630,1,13,1,5
16631,1,46,4,1
16632,1,46,4,6
16633,1,59,5,1
16634,1,59,5,6
16635,1,48,4,1
16636,1,24,2,1
16637,1,12,1,2
16638,1,35,3,1
16639,1,47,4,6
16640,1,10,1,2
16641,1,13,1,1
16642,1,48,4,5
16643,1,35,3,6
16644,1,48,4,6
16645,1,35,3,1
16646,1,11,1,6
16647,2,24,2,1
16648,2,59,5,1
16649,1,47,4,1
16650,1,35,3,5
16651,1,35,3,6
16652,1,11,1,1
16653,1,10,1,1
16654,1,59,5,1
16655,2,10,1,3
16656,1,13,1,6
16657,2,59,5,1
16658,1,11,1,1
16659,1,48,4,1
16660,1,35,3,1
16661,1,13,1,1
16662,1,35,3,1
16663,1,24,2,2
16664,1,35,3,1
16665,1,12,1,1
16666,1,59,5,1
16667,7,48,4,1
16668,1,48,4,1
16669,1,24,2,6
16670,1,35,3,1
16671,1,35,3,6
16672,1,59,5,6
16673,1,35,3,1
16674,2,59,5,3
16675,1,10,1,1
16676,2,59,5,1
16677,1,35,3,6
16678,1,35,3,3
16679,1,13,1,1
16680,1,13,1,1
16681,2,35,3,3
16682,1,24,2,2
16683,1,11,1,3
16684,1,24,2,1
16685,1,13,1,2
16686,1,46,4,1
16687,2,35,3,3
16688,1,35,3,5
16689,7,24,2,4
16690,1,35,3,4
16691,1,48,4,1
16692,1,35,3,1
16693,1,48,4,1
16694,1,35,3,5
16695,2,35,3,1
16696,1,59,5,2
16697,1,12,1,1
16698,1,47,4,2
16699,1,13,1,1
16700,1,35,3,1
16701,1,24,2,6
16702,1,48,4,5
16703,1,35,3,3
16704,1,46,4,6
16705,1,46,4,1
16706,2,35,3,1
16707,1,24,2,6
16708,1,12,1,5
16709,1,11,1,5
16710,1,24,2,1
16711,1,46,4,6
16712,1,24,2,3
16713,1,35,3,1
16714,1,24,2,1
16715,1,24,2,6
16716,1,47,4,2
16717,1,10,1,1
16718,1,13,1,1
16719,1,35,3,1
16720,1,59,5,2
16721,1,59,5,6
16722,2,35,3,1
16723,2,35,3,6
16724,2,59,5,3
16725,1,48,4,1
16726,1,48,4,1
16727,1,24,2,5
16728,1,46,4,5
16729,1,24,2,2
16730,2,35,3,1
16731,1,12,1,5
16732,1,11,1,6
16733,1,35,3,1
16734,1,47,4,6
16735,1,24,2,1
16736,1,24,2,1
16737,1,24,2,1
16738,1,35,3,2
16739,2,12,1,3
16740,2,13,1,6
16741,1,35,3,5
16742,1,24,2,2
16743,2,48,4,1
16744,1,35,3,3
16745,2,24,2,1
16746,1,12,1,6
16747,2,35,3,1
16748,1,24,2,2
16749,2,35,3,1
16750,2,24,2,4
16751,1,10,1,2
16752,1,46,4,6
16753,1,48,4,3
16754,1,10,1,1
16755,2,59,5,1
16756,1,46,4,6
16757,2,24,2,3
16758,1,24,2,5
16759,1,12,1,2
16760,1,24,2,2
16761,1,12,1,5
16762,2,35,3,1
16763,1,46,4,1
16764,1,48,4,1
16765,1,35,3,1
16766,1,47,4,1
16767,1,24,2,1
16768,2,24,2,1
16769,2,48,4,6
16770,1,47,4,1
16771,1,24,2,2
16772,2,47,4,6
16773,2,35,3,3
16774,2,35,3,1
16775,1,24,2,1
16776,2,10,1,1
16777,1,35,3,3
16778,2,46,4,1
16779,2,24,2,1
16780,1,24,2,4
16781,2,59,5,5
16782,2,59,5,3
16783,1,13,1,1
16784,1,35,3,6
16785,1,10,1,5
16786,2,24,2,6
16787,1,12,1,1
16788,2,35,3,6
16789,1,13,1,2
16790,1,47,4,1
16791,1,12,1,6
16792,1,59,5,6
16793,1,12,1,2
16794,1,12,1,3
16795,1,13,1,1
16796,1,35,3,1
16797,2,48,4,1
16798,1,46,4,3
16799,1,13,1,1
16800,2,35,3,6
16801,1,35,3,1
16802,1,35,3,6
16803,1,46,4,5
16804,1,35,3,5
16805,1,35,3,1
16806,1,35,3,1
16807,2,11,1,1
16808,1,35,3,1
16809,1,35,3,5
16810,1,59,5,1
16811,1,35,3,1
16812,1,13,1,6
16813,2,35,3,1
16814,1,59,5,1
16815,1,12,1,6
16816,1,24,2,6
16817,2,35,3,1
16818,1,35,3,3
16819,1,48,4,2
16820,1,24,2,6
16821,1,47,4,6
16822,1,46,4,1
16823,1,35,3,4
16824,1,35,3,6
16825,1,13,1,1
16826,1,59,5,1
16827,1,35,3,2
16828,1,48,4,1
16829,1,13,1,5
16830,1,48,4,1
16831,1,35,3,4
16832,1,12,1,5
16833,2,59,5,6
16834,1,11,1,5
16835,2,10,1,2
16836,2,24,2,1
16837,1,59,5,1
16838,1,46,4,5
16839,1,24,2,2
16840,1,35,3,6
16841,1,24,2,1
16842,1,24,2,2
16843,1,48,4,1
16844,1,35,3,1
16845,1,12,1,6
16846,1,12,1,1
16847,1,10,1,1
16848,2,35,3,1
16849,2,13,1,3
16850,1,13,1,1
16851,1,12,1,5
16852,1,59,5,3
16853,1,46,4,6
16854,1,24,2,6
16855,1,24,2,2
16856,1,35,3,6
16857,1,47,4,3
16858,1,47,4,5
16859,1,35,3,1
16860,1,59,5,4
16861,1,24,2,6
16862,2,12,1,6
16863,1,48,4,6
16864,1,46,4,2
16865,2,12,1,1
16866,1,24,2,6
16867,1,24,2,3
16868,1,24,2,1
16869,1,35,3,5
16870,1,24,2,2
16871,1,59,5,1
16872,1,35,3,2
16873,1,35,3,1
16874,1,35,3,5
16875,1,35,3,1
16876,2,35,3,6
16877,2,24,2,1
16878,1,24,2,6
16879,1,35,3,6
16880,1,10,1,3
16881,1,11,1,3
16882,1,35,3,1
16883,1,12,1,1
16884,1,59,5,2
16885,1,48,4,6
16886,1,35,3,6
16887,1,11,1,1
16888,1,35,3,5
16889,1,35,3,3
16890,1,12,1,1
16891,2,46,4,4
16892,1,35,3,1
16893,1,12,1,3
16894,1,12,1,1
16895,1,24,2,6
16896,1,24,2,1
16897,1,24,2,5
16898,1,35,3,1
16899,1,24,2,6
16900,2,59,5,3
16901,1,35,3,5
16902,1,46,4,6
16903,1,59,5,6
16904,1,46,4,6
16905,1,48,4,1
16906,1,35,3,6
16907,1,24,2,5
16908,1,47,4,1
16909,1,12,1,4
16910,1,24,2,2
16911,1,24,2,6
16912,1,59,5,6
16913,1,48,4,6
16914,1,12,1,6
16915,1,24,2,6
16916,1,24,2,1
16917,1,24,2,2
16918,1,11,1,6
16919,1,47,4,1
16920,1,24,2,6
16921,2,35,3,1
16922,1,12,1,1
16923,1,48,4,1
16924,1,35,3,6
16925,1,46,4,6
16926,1,48,4,1
16927,2,35,3,3
16928,2,24,2,1
16929,1,13,1,1
16930,1,35,3,6
16931,1,59,5,4
16932,1,10,1,2
16933,1,12,1,1
16934,1,59,5,3
16935,1,24,2,6
16936,1,59,5,1
16937,1,12,1,1
16938,1,35,3,3
16939,2,35,3,2
16940,1,46,4,1
16941,1,24,2,3
16942,2,35,3,1
16943,1,13,1,3
16944,1,59,5,2
16945,1,46,4,1
16946,1,48,4,1
16947,1,59,5,3
16948,1,35,3,1
16949,1,47,4,6
16950,2,47,4,1
16951,1,13,1,3
16952,1,24,2,2
16953,1,12,1,1
16954,1,13,1,3
16955,9,48,4,2
16956,1,24,2,1
16957,1,13,1,5
16958,1,59,5,1
16959,1,24,2,6
16960,1,35,3,1
16961,1,24,2,1
16962,1,12,1,1
16963,1,24,2,5
16964,1,24,2,2
16965,2,24,2,5
16966,2,48,4,1
16967,1,59,5,1
16968,1,12,1,1
16969,1,12,1,1
16970,1,59,5,1
16971,2,35,3,2
16972,1,46,4,1
16973,1,59,5,6
16974,1,59,5,1
16975,1,24,2,6
16976,8,24,2,6
16977,2,35,3,1
16978,1,48,4,2
16979,2,35,3,1
16980,1,35,3,1
16981,1,12,1,3
16982,2,35,3,1
16983,1,24,2,1
16984,2,24,2,5
16985,1,59,5,2
16986,1,35,3,6
16987,2,35,3,1
16988,1,24,2,3
16989,1,24,2,5
16990,1,48,4,6
16991,2,13,1,3
16992,1,48,4,6
16993,1,48,4,6
16994,1,10,1,6
16995,1,13,1,1
16996,1,10,1,4
16997,1,59,5,6
16998,1,10,1,1
16999,1,35,3,1
17000,1,48,4,6
17001,1,35,3,1
17002,1,35,3,1
17003,1,12,1,1
17004,2,35,3,1
17005,1,10,1,1
17006,1,24,2,1
17007,1,46,4,6
17008,1,48,4,1
17009,1,59,5,6
17010,1,24,2,3
17011,1,48,4,3
17012,2,48,4,4
17013,1,48,4,1
17014,1,12,1,1
17015,1,59,5,6
17016,1,35,3,6
17017,1,24,2,6
17018,1,24,2,2
17019,1,35,3,1
17020,1,10,1,6
17021,1,35,3,1
17022,1,35,3,6
17023,1,24,2,3
17024,1,59,5,6
17025,1,35,3,6
17026,1,35,3,6
17027,1,35,3,1
17028,2,11,1,1
17029,2,35,3,1
17030,1,13,1,1
17031,1,47,4,3
17032,1,35,3,1
17033,1,12,1,1
17034,1,46,4,6
17035,1,35,3,1
17036,1,10,1,1
17037,2,35,3,1
17038,2,35,3,6
17039,2,48,4,2
17040,1,47,4,3
17041,1,24,2,6
17042,1,59,5,1
17043,2,59,5,5
17044,1,24,2,2
17045,1,46,4,6
17046,1,10,1,1
17047,1,59,5,1
17048,1,13,1,1
17049,1,47,4,1
17050,1,35,3,1
17051,2,35,3,1
17052,1,24,2,2
17053,1,35,3,5
17054,1,59,5,6
17055,1,46,4,1
17056,1,10,1,1
17057,1,48,4,3
17058,1,24,2,3
17059,1,48,4,1
17060,2,35,3,1
17061,2,35,3,3
17062,1,10,1,1
17063,2,59,5,4
17064,2,59,5,1
17065,1,35,3,1
17066,1,10,1,1
17067,1,12,1,5
17068,1,24,2,1
17069,2,35,3,5
17070,1,24,2,1
17071,1,48,4,1
17072,1,11,1,1
17073,1,47,4,1
17074,2,48,4,1
17075,2,48,4,1
17076,1,12,1,6
17077,1,47,4,1
17078,1,12,1,6
17079,1,12,1,1
17080,2,48,4,1
17081,1,59,5,1
17082,2,35,3,6
17083,1,12,1,3
17084,1,10,1,6
17085,1,48,4,4
17086,1,10,1,1
17087,1,24,2,1
17088,1,59,5,1
17089,1,35,3,2
17090,1,48,4,6
17091,1,59,5,3
17092,1,35,3,2
17093,1,24,2,5
17094,1,13,1,1
17095,1,48,4,1
17096,1,13,1,1
17097,2,48,4,2
17098,1,24,2,1
17099,2,35,3,4
17100,1,47,4,3
17101,1,35,3,6
17102,1,13,1,1
17103,1,35,3,3
17104,1,47,4,6
17105,1,24,2,6
17106,1,35,3,1
17107,1,35,3,1
17108,1,59,5,1
17109,2,35,3,1
17110,1,12,1,5
17111,1,35,3,6
17112,1,59,5,6
17113,1,12,1,5
17114,1,59,5,2
17115,1,35,3,3
17116,2,59,5,6
17117,2,48,4,1
17118,1,10,1,6
17119,1,13,1,1
17120,1,24,2,6
17121,1,47,4,1
17122,2,35,3,1
17123,1,11,1,4
17124,1,24,2,1
17125,1,24,2,6
17126,1,35,3,6
17127,1,24,2,3
17128,1,24,2,1
17129,1,35,3,6
17130,1,12,1,6
17131,1,48,4,2
17132,1,24,2,6
17133,1,24,2,6
17134,2,35,3,1
17135,1,47,4,1
17136,1,35,3,1
17137,1,35,3,6
17138,1,46,4,6
17139,1,24,2,1
17140,1,35,3,1
17141,2,35,3,2
17142,2,59,5,4
17143,2,24,2,1
17144,1,24,2,6
17145,1,48,4,1
17146,1,12,1,1
17147,1,24,2,1
17148,1,59,5,1
17149,1,35,3,1
17150,2,35,3,3
17151,1,24,2,5
17152,1,12,1,5
17153,1,24,2,1
17154,1,24,2,6
17155,1,24,2,6
17156,2,12,1,5
17157,1,11,1,5
17158,2,48,4,1
17159,1,35,3,1
17160,2,59,5,5
17161,1,35,3,4
17162,1,12,1,1
17163,1,24,2,5
17164,1,48,4,6
17165,1,59,5,1
17166,1,11,1,4
17167,1,24,2,6
17168,2,35,3,1
17169,2,35,3,1
17170,1,48,4,6
17171,1,47,4,1
17172,1,24,2,2
17173,1,12,1,6
17174,2,35,3,1
17175,1,35,3,1
17176,1,24,2,4
17177,1,10,1,1
17178,1,59,5,5
17179,1,24,2,1
17180,2,35,3,1
17181,2,35,3,6
17182,2,35,3,4
17183,1,12,1,6
17184,1,59,5,6
17185,1,48,4,4
17186,1,24,2,1
17187,2,35,3,1
17188,2,35,3,1
17189,1,24,2,2
17190,1,46,4,2
17191,1,59,5,3
17192,1,24,2,1
17193,2,24,2,1
17194,1,13,1,2
17195,1,24,2,6
17196,1,48,4,1
17197,1,47,4,1
17198,1,35,3,6
17199,2,24,2,1
17200,2,35,3,2
17201,1,59,5,6
17202,2,24,2,6
17203,1,59,5,1
17204,2,35,3,6
17205,2,24,2,3
17206,1,10,1,1
17207,1,12,1,1
17208,1,13,1,5
17209,1,47,4,1
17210,2,24,2,1
17211,2,35,3,1
17212,2,24,2,6
17213,1,11,1,6
17214,1,35,3,1
17215,1,24,2,2
17216,1,24,2,2
17217,2,12,1,1
17218,1,24,2,2
17219,1,35,3,1
17220,1,46,4,6
17221,1,35,3,1
17222,1,59,5,3
17223,1,24,2,5
17224,1,11,1,1
17225,1,35,3,6
17226,1,35,3,1
17227,1,13,1,1
17228,1,12,1,6
17229,1,48,4,1
17230,1,24,2,1
17231,1,13,1,6
17232,1,24,2,6
17233,1,47,4,2
17234,1,24,2,2
17235,1,10,1,3
17236,2,35,3,6
17237,1,47,4,1
17238,1,35,3,3
17239,1,13,1,5
17240,1,59,5,5
17241,1,47,4,1
17242,1,48,4,2
17243,1,24,2,2
17244,1,24,2,1
17245,7,35,3,2
17246,1,12,1,1
17247,1,35,3,1
17248,1,35,3,1
17249,1,46,4,2
17250,1,59,5,1
17251,1,13,1,6
17252,1,35,3,5
17253,2,35,3,1
17254,1,59,5,1
17255,1,24,2,2
17256,1,24,2,6
17257,1,47,4,1
17258,1,35,3,1
17259,2,13,1,1
17260,1,24,2,1
17261,1,24,2,3
17262,1,24,2,6
17263,1,12,1,1
17264,1,24,2,1
17265,1,35,3,1
17266,1,24,2,1
17267,2,46,4,6
17268,1,12,1,5
17269,1,13,1,1
17270,1,12,1,1
17271,1,46,4,6
17272,1,46,4,1
17273,1,59,5,5
17274,1,47,4,1
17275,2,35,3,1
17276,2,46,4,1
17277,1,46,4,1
17278,1,35,3,3
17279,1,24,2,2
17280,1,48,4,2
17281,1,46,4,1
17282,1,24,2,6
17283,1,24,2,1
17284,1,10,1,1
17285,1,47,4,1
17286,2,47,4,1
17287,2,35,3,1
17288,1,47,4,1
17289,1,24,2,2
17290,1,10,1,1
17291,1,12,1,1
17292,1,10,1,3
17293,1,46,4,1
17294,1,35,3,1
17295,1,24,2,5
17296,1,35,3,1
17297,1,35,3,1
17298,1,35,3,1
17299,2,59,5,1
17300,1,13,1,1
17301,2,47,4,6
17302,1,12,1,1
17303,2,35,3,3
17304,1,24,2,6
17305,1,35,3,6
17306,1,24,2,1
17307,1,10,1,1
17308,1,35,3,1
17309,1,35,3,6
17310,1,13,1,4
17311,1,35,3,1
17312,1,35,3,2
17313,1,24,2,1
17314,2,35,3,1
17315,1,24,2,2
17316,1,24,2,2
17317,2,35,3,6
17318,1,12,1,4
17319,2,24,2,1
17320,2,59,5,1
17321,2,24,2,1
17322,1,59,5,3
17323,1,11,1,1
17324,2,24,2,1
17325,2,48,4,6
17326,1,35,3,5
17327,1,10,1,1
17328,1,12,1,3
17329,1,13,1,6
17330,1,46,4,1
17331,1,24,2,2
17332,1,59,5,6
17333,1,35,3,6
17334,1,10,1,6
17335,1,59,5,1
17336,1,11,1,4
17337,2,46,4,1
17338,1,24,2,3
17339,1,10,1,1
17340,1,24,2,2
17341,1,47,4,2
17342,2,35,3,1
17343,1,24,2,1
17344,1,59,5,6
17345,2,46,4,1
17346,1,24,2,6
17347,1,24,2,6
17348,1,13,1,1
17349,1,11,1,5
17350,2,24,2,2
17351,1,59,5,1
17352,1,35,3,1
17353,2,35,3,1
17354,1,24,2,2
17355,1,35,3,2
17356,1,35,3,6
17357,1,24,2,6
17358,2,46,4,1
17359,1,48,4,6
17360,1,46,4,2
17361,1,46,4,1
17362,1,35,3,1
17363,1,24,2,2
17364,1,35,3,4
17365,1,35,3,6
17366,1,12,1,2
17367,2,35,3,1
17368,2,59,5,1
17369,1,24,2,6
17370,1,24,2,2
17371,2,48,4,2
17372,1,11,1,6
17373,1,59,5,1
17374,1,47,4,6
17375,2,46,4,6
17376,1,24,2,3
17377,1,35,3,1
17378,1,24,2,6
17379,1,59,5,6
17380,1,35,3,2
17381,2,35,3,6
17382,1,24,2,1
17383,1,35,3,6
17384,1,24,2,1
17385,1,35,3,4
17386,1,35,3,6
17387,1,35,3,1
17388,1,13,1,5
17389,1,48,4,1
17390,1,24,2,1
17391,1,59,5,1
17392,1,46,4,1
17393,1,12,1,2
17394,1,47,4,1
17395,2,24,2,1
17396,1,10,1,3
17397,1,35,3,1
17398,1,24,2,2
17399,1,24,2,5
17400,1,59,5,1
17401,2,35,3,5
17402,1,35,3,6
17403,1,13,1,6
17404,1,10,1,1
17405,1,35,3,1
17406,1,35,3,1
17407,1,46,4,1
17408,2,35,3,6
17409,1,35,3,2
17410,1,12,1,6
17411,1,47,4,1
17412,1,35,3,1
17413,1,59,5,1
17414,1,47,4,1
17415,1,13,1,4
17416,1,13,1,1
17417,1,59,5,6
17418,1,35,3,6
17419,2,12,1,6
17420,1,35,3,3
17421,1,24,2,5
17422,1,59,5,6
17423,1,48,4,6
17424,1,35,3,2
17425,2,35,3,5
17426,1,59,5,1
17427,1,46,4,1
17428,1,13,1,1
17429,1,35,3,6
17430,1,35,3,2
17431,1,12,1,6
17432,1,24,2,3
17433,1,35,3,6
17434,2,48,4,3
17435,1,48,4,1
17436,1,48,4,1
17437,1,24,2,6
17438,1,48,4,1
17439,2,24,2,1
17440,1,24,2,1
17441,2,35,3,1
17442,1,59,5,1
17443,2,59,5,1
17444,1,13,1,6
17445,1,11,1,1
17446,1,12,1,6
17447,1,35,3,3
17448,1,35,3,6
17449,2,35,3,1
17450,1,59,5,1
17451,1,46,4,1
17452,1,24,2,1
17453,1,24,2,2
17454,1,46,4,1
17455,1,11,1,1
17456,1,24,2,2
17457,1,11,1,1
17458,1,35,3,6
17459,1,11,1,2
17460,1,48,4,1
17461,2,59,5,6
17462,1,35,3,3
17463,1,12,1,2
17464,1,12,1,1
17465,1,13,1,6
17466,1,35,3,6
17467,1,24,2,2
17468,1,46,4,1
17469,1,48,4,1
17470,1,35,3,1
17471,1,48,4,5
17472,1,35,3,6
17473,1,11,1,6
17474,2,47,4,1
17475,1,24,2,2
17476,1,24,2,6
17477,1,35,3,1
17478,1,24,2,6
17479,2,13,1,3
17480,1,13,1,6
17481,1,24,2,2
17482,2,12,1,6
17483,1,59,5,1
17484,1,13,1,2
17485,1,24,2,6
17486,1,11,1,1
17487,1,35,3,6
17488,1,13,1,1
17489,2,13,1,6
17490,1,35,3,3
17491,1,11,1,4
17492,1,35,3,5
17493,2,35,3,1
17494,2,24,2,6
17495,1,35,3,1
17496,1,47,4,1
17497,2,35,3,1
17498,1,24,2,1
17499,1,35,3,6
17500,1,59,5,6
17501,1,24,2,3
17502,1,11,1,4
17503,1,10,1,1
17504,1,59,5,5
17505,1,11,1,5
17506,1,13,1,3
17507,1,24,2,2
17508,1,24,2,1
17509,1,35,3,6
17510,1,47,4,6
17511,2,35,3,1
17512,1,59,5,5
17513,1,10,1,1
17514,1,12,1,5
17515,1,59,5,1
17516,1,48,4,1
17517,1,24,2,6
17518,1,48,4,6
17519,2,35,3,5
17520,2,35,3,1
17521,2,35,3,4
17522,1,24,2,1
17523,1,59,5,1
17524,1,47,4,6
17525,2,35,3,6
17526,1,47,4,6
17527,2,35,3,1
17528,1,48,4,5
17529,1,24,2,3
17530,1,48,4,1
17531,1,35,3,6
17532,1,13,1,6
17533,1,46,4,5
17534,1,59,5,4
17535,1,47,4,6
17536,2,13,1,3
17537,1,47,4,1
17538,1,48,4,1
17539,1,10,1,3
17540,1,24,2,5
17541,1,59,5,1
17542,2,47,4,1
17543,1,12,1,6
17544,1,24,2,6
17545,1,35,3,3
17546,2,35,3,1
17547,1,48,4,2
17548,1,24,2,1
17549,1,35,3,2
17550,1,48,4,1
17551,1,11,1,6
17552,1,59,5,6
17553,1,24,2,2
17554,1,35,3,3
17555,1,35,3,1
17556,1,59,5,5
17557,1,59,5,1
17558,1,46,4,1
17559,1,24,2,2
17560,1,35,3,1
17561,2,24,2,6
17562,1,24,2,5
17563,1,59,5,6
17564,1,46,4,2
17565,2,35,3,6
17566,1,12,1,2
17567,1,48,4,6
17568,2,59,5,1
17569,2,48,4,6
17570,1,46,4,6
17571,1,10,1,6
17572,1,24,2,6
17573,1,13,1,1
17574,2,35,3,5
17575,1,35,3,1
17576,1,46,4,1
17577,1,13,1,6
17578,1,59,5,6
17579,1,13,1,1
17580,2,48,4,5
17581,1,24,2,6
17582,1,59,5,1
17583,1,24,2,1
17584,2,47,4,3
17585,2,24,2,1
17586,1,59,5,2
17587,1,10,1,1
17588,1,24,2,2
17589,2,59,5,1
17590,1,35,3,6
17591,1,35,3,6
17592,1,24,2,5
17593,1,10,1,4
17594,1,47,4,5
17595,1,35,3,6
17596,1,24,2,6
17597,1,24,2,6
17598,1,13,1,1
17599,1,12,1,2
17600,1,35,3,5
17601,1,24,2,2
17602,1,35,3,6
17603,1,13,1,1
17604,1,35,3,6
17605,1,35,3,5
17606,1,48,4,1
17607,1,12,1,2
17608,1,24,2,6
17609,1,24,2,6
17610,1,13,1,1
17611,1,35,3,1
17612,1,24,2,1
17613,2,24,2,1
17614,1,46,4,5
17615,1,59,5,1
17616,2,35,3,1
17617,1,10,1,1
17618,2,35,3,1
17619,1,48,4,1
17620,1,48,4,1
17621,2,59,5,3
17622,1,46,4,1
17623,1,13,1,3
17624,1,13,1,2
17625,1,35,3,3
17626,1,24,2,6
17627,1,10,1,6
17628,2,35,3,5
17629,1,10,1,6
17630,1,24,2,6
17631,1,59,5,1
17632,1,12,1,3
17633,1,35,3,3
17634,1,46,4,1
17635,1,35,3,1
17636,2,35,3,1
17637,1,24,2,1
17638,1,24,2,2
17639,2,24,2,1
17640,2,46,4,5
17641,1,11,1,1
17642,1,13,1,6
17643,1,11,1,1
17644,1,59,5,1
17645,1,24,2,2
17646,1,47,4,1
17647,1,35,3,1
17648,1,24,2,5
17649,1,46,4,6
17650,1,35,3,6
17651,1,24,2,6
17652,2,35,3,3
17653,1,24,2,5
17654,2,35,3,1
17655,1,46,4,6
17656,1,35,3,3
17657,1,59,5,3
17658,1,10,1,1
17659,1,47,4,1
17660,1,48,4,1
17661,2,59,5,5
17662,2,46,4,1
17663,1,59,5,1
17664,1,35,3,1
17665,1,24,2,1
17666,1,59,5,5
17667,1,24,2,1
17668,1,10,1,6
17669,2,47,4,6
17670,2,35,3,1
17671,1,48,4,1
17672,1,47,4,1
17673,1,10,1,1
17674,1,24,2,1
17675,1,35,3,4
17676,1,59,5,6
17677,1,59,5,1
17678,1,35,3,1
17679,1,48,4,1
17680,1,59,5,1
17681,1,24,2,1
17682,1,35,3,1
17683,1,48,4,2
17684,1,12,1,1
17685,1,10,1,6
17686,1,10,1,1
17687,1,11,1,1
17688,1,48,4,1
17689,1,48,4,6
17690,1,48,4,2
17691,1,11,1,5
17692,1,59,5,3
17693,2,35,3,1
17694,1,35,3,1
17695,2,48,4,1
17696,1,12,1,1
17697,1,47,4,1
17698,1,35,3,1
17699,1,59,5,1
17700,2,35,3,3
17701,1,46,4,1
17702,1,12,1,1
17703,2,24,2,6
17704,1,12,1,1
17705,1,47,4,6
17706,1,12,1,6
17707,1,13,1,1
17708,1,12,1,5
17709,1,24,2,6
17710,1,35,3,4
17711,2,35,3,1
17712,2,24,2,6
17713,1,48,4,1
17714,1,35,3,1
17715,1,10,1,1
17716,2,35,3,3
17717,1,59,5,1
17718,1,46,4,2
17719,1,48,4,1
17720,1,35,3,1
17721,1,47,4,6
17722,1,48,4,1
17723,1,24,2,6
17724,1,46,4,1
17725,2,35,3,1
17726,1,10,1,2
17727,2,24,2,6
17728,1,46,4,1
17729,1,24,2,4
17730,1,24,2,2
17731,2,35,3,1
17732,1,59,5,6
17733,2,48,4,1
17734,1,35,3,1
17735,1,35,3,6
17736,1,12,1,1
17737,1,35,3,6
17738,1,10,1,6
17739,1,10,1,1
17740,1,13,1,6
17741,1,35,3,6
17742,1,24,2,2
17743,1,12,1,5
17744,1,24,2,1
17745,2,59,5,5
17746,1,35,3,1
17747,1,46,4,2
17748,1,24,2,2
17749,1,47,4,3
17750,1,24,2,5
17751,1,35,3,1
17752,1,48,4,3
17753,2,35,3,3
17754,2,24,2,6
17755,2,59,5,1
17756,2,46,4,6
17757,1,46,4,1
17758,1,35,3,3
17759,1,48,4,6
17760,2,35,3,5
17761,2,47,4,6
17762,1,35,3,5
17763,1,35,3,6
17764,2,35,3,1
17765,1,48,4,6
17766,2,46,4,6
17767,1,12,1,2
17768,2,11,1,1
17769,1,24,2,5
17770,2,46,4,4
17771,1,10,1,4
17772,2,24,2,1
17773,1,13,1,4
17774,1,24,2,6
17775,1,48,4,2
17776,1,10,1,1
17777,2,35,3,6
17778,1,24,2,6
17779,1,48,4,1
17780,1,35,3,6
17781,2,59,5,5
17782,1,46,4,1
17783,1,24,2,3
17784,1,12,1,1
17785,1,13,1,6
17786,1,10,1,1
17787,1,13,1,1
17788,1,46,4,1
17789,1,12,1,1
17790,1,59,5,5
17791,1,35,3,1
17792,9,59,5,6
17793,1,48,4,2
17794,1,46,4,3
17795,1,10,1,2
17796,1,48,4,1
17797,1,35,3,1
17798,1,24,2,1
17799,1,48,4,1
17800,2,35,3,1
17801,1,13,1,5
17802,2,47,4,6
17803,1,10,1,3
17804,1,13,1,6
17805,1,24,2,3
17806,1,59,5,1
17807,1,10,1,2
17808,1,35,3,2
17809,1,12,1,1
17810,1,11,1,1
17811,1,12,1,6
17812,1,48,4,6
17813,1,35,3,6
17814,2,59,5,1
17815,2,59,5,1
17816,1,47,4,1
17817,1,35,3,6
17818,1,11,1,1
17819,1,24,2,6
17820,1,10,1,1
17821,1,48,4,6
17822,1,13,1,2
17823,1,10,1,6
17824,1,47,4,1
17825,1,48,4,1
17826,1,13,1,6
17827,1,13,1,1
17828,2,24,2,3
17829,1,24,2,1
17830,1,24,2,3
17831,1,35,3,1
17832,1,24,2,1
17833,1,59,5,1
17834,1,59,5,1
17835,1,12,1,2
17836,1,24,2,3
17837,2,35,3,1
17838,2,12,1,6
17839,2,46,4,1
17840,1,48,4,1
17841,1,24,2,2
17842,1,35,3,1
17843,1,48,4,1
17844,1,11,1,6
17845,1,10,1,5
17846,1,46,4,4
17847,1,24,2,6
17848,1,10,1,3
17849,1,48,4,1
