County,County Code,Age Group,Year,Deaths,Population
"Placer County, CA",6061,85+ years,2012,1042,8034
"Placer County, CA",6061,85+ years,2013,1107,8443
"Placer County, CA",6061,85+ years,2014,1104,8878
"Placer County, CA",6061,85+ years,2015,1160,9263
"Placer County, CA",6061,85+ years,2016,1222,9585
"Plumas County, CA",6063,45-54 years,1999,13,3524
"Plumas County, CA",6063,45-54 years,2000,10,3581
"Plumas County, CA",6063,45-54 years,2001,10,3686
"Plumas County, CA",6063,45-54 years,2002,16,3750
"Plumas County, CA",6063,45-54 years,2003,15,3786
"Plumas County, CA",6063,45-54 years,2004,15,3792
"Plumas County, CA",6063,45-54 years,2005,20,3761
"Plumas County, CA",6063,45-54 years,2006,18,3701
"Plumas County, CA",6063,45-54 years,2007,18,3584
"Plumas County, CA",6063,45-54 years,2008,20,3469
"Plumas County, CA",6063,45-54 years,2009,15,3336
"Plumas County, CA",6063,45-54 years,2010,22,3226
"Plumas County, CA",6063,45-54 years,2011,11,3030
"Plumas County, CA",6063,45-54 years,2012,11,2774
"Plumas County, CA",6063,45-54 years,2013,20,2582
"Plumas County, CA",6063,45-54 years,2014,14,2412
"Plumas County, CA",6063,45-54 years,2015,11,2316
"Plumas County, CA",6063,55-64 years,1999,26,2773
"Plumas County, CA",6063,55-64 years,2000,36,2826
"Plumas County, CA",6063,55-64 years,2001,21,2855
"Plumas County, CA",6063,55-64 years,2002,23,3022
"Plumas County, CA",6063,55-64 years,2003,37,3207
"Plumas County, CA",6063,55-64 years,2004,27,3359
"Plumas County, CA",6063,55-64 years,2005,33,3529
"Plumas County, CA",6063,55-64 years,2006,34,3636
"Plumas County, CA",6063,55-64 years,2007,27,3802
"Plumas County, CA",6063,55-64 years,2008,31,3860
"Plumas County, CA",6063,55-64 years,2009,31,3896
"Plumas County, CA",6063,55-64 years,2010,44,3925
"Plumas County, CA",6063,55-64 years,2011,22,3924
"Plumas County, CA",6063,55-64 years,2012,47,3838
"Plumas County, CA",6063,55-64 years,2013,32,3761
"Plumas County, CA",6063,55-64 years,2014,29,3712
"Plumas County, CA",6063,55-64 years,2015,31,3666
"Plumas County, CA",6063,55-64 years,2016,28,3655
"Plumas County, CA",6063,65-74 years,1999,58,2146
"Plumas County, CA",6063,65-74 years,2000,35,2125
"Plumas County, CA",6063,65-74 years,2001,39,2107
"Plumas County, CA",6063,65-74 years,2002,39,2112
"Plumas County, CA",6063,65-74 years,2003,44,2176
"Plumas County, CA",6063,65-74 years,2004,41,2166
"Plumas County, CA",6063,65-74 years,2005,45,2142
"Plumas County, CA",6063,65-74 years,2006,38,2166
"Plumas County, CA",6063,65-74 years,2007,40,2234
"Plumas County, CA",6063,65-74 years,2008,35,2295
"Plumas County, CA",6063,65-74 years,2009,35,2467
"Plumas County, CA",6063,65-74 years,2010,37,2534
"Plumas County, CA",6063,65-74 years,2011,49,2608
"Plumas County, CA",6063,65-74 years,2012,42,2779
"Plumas County, CA",6063,65-74 years,2013,56,2853
"Plumas County, CA",6063,65-74 years,2014,49,2889
"Plumas County, CA",6063,65-74 years,2015,52,2968
"Plumas County, CA",6063,65-74 years,2016,49,3091
"Plumas County, CA",6063,75-84 years,1999,64,1236
"Plumas County, CA",6063,75-84 years,2000,68,1247
"Plumas County, CA",6063,75-84 years,2001,76,1283
"Plumas County, CA",6063,75-84 years,2002,68,1315
"Plumas County, CA",6063,75-84 years,2003,67,1242
"Plumas County, CA",6063,75-84 years,2004,82,1246
"Plumas County, CA",6063,75-84 years,2005,67,1228
"Plumas County, CA",6063,75-84 years,2006,62,1161
"Plumas County, CA",6063,75-84 years,2007,50,1154
"Plumas County, CA",6063,75-84 years,2008,66,1189
"Plumas County, CA",6063,75-84 years,2009,64,1170
"Plumas County, CA",6063,75-84 years,2010,63,1196
"Plumas County, CA",6063,75-84 years,2011,58,1188
"Plumas County, CA",6063,75-84 years,2012,52,1213
"Plumas County, CA",6063,75-84 years,2013,58,1229
"Plumas County, CA",6063,75-84 years,2014,63,1250
"Plumas County, CA",6063,75-84 years,2015,52,1271
"Plumas County, CA",6063,75-84 years,2016,55,1297
"Plumas County, CA",6063,85+ years,1999,54,325
"Plumas County, CA",6063,85+ years,2000,50,342
"Plumas County, CA",6063,85+ years,2001,55,360
"Plumas County, CA",6063,85+ years,2002,47,344
"Plumas County, CA",6063,85+ years,2003,59,354
"Plumas County, CA",6063,85+ years,2004,49,377
"Plumas County, CA",6063,85+ years,2005,51,397
"Plumas County, CA",6063,85+ years,2006,57,415
"Plumas County, CA",6063,85+ years,2007,56,430
"Plumas County, CA",6063,85+ years,2008,51,440
"Plumas County, CA",6063,85+ years,2009,66,423
"Plumas County, CA",6063,85+ years,2010,70,424
"Plumas County, CA",6063,85+ years,2011,60,441
"Plumas County, CA",6063,85+ years,2012,62,448
"Plumas County, CA",6063,85+ years,2013,79,439
"Plumas County, CA",6063,85+ years,2014,58,455
"Plumas County, CA",6063,85+ years,2015,72,487
"Plumas County, CA",6063,85+ years,2016,65,495
"Riverside County, CA",6065,< 1 year,1999,160,22802
"Riverside County, CA",6065,< 1 year,2000,167,22904
"Riverside County, CA",6065,< 1 year,2001,114,24933
"Riverside County, CA",6065,< 1 year,2002,171,25374
"Riverside County, CA",6065,< 1 year,2003,181,27337
"Riverside County, CA",6065,< 1 year,2004,160,28142
"Riverside County, CA",6065,< 1 year,2005,193,29839
"Riverside County, CA",6065,< 1 year,2006,168,31423
"Riverside County, CA",6065,< 1 year,2007,186,32887
"Riverside County, CA",6065,< 1 year,2008,186,33711
"Riverside County, CA",6065,< 1 year,2009,168,31082
"Riverside County, CA",6065,< 1 year,2010,156,30564
"Riverside County, CA",6065,< 1 year,2011,140,30805
"Riverside County, CA",6065,< 1 year,2012,153,29841
"Riverside County, CA",6065,< 1 year,2013,141,29673
"Riverside County, CA",6065,< 1 year,2014,137,30040
"Riverside County, CA",6065,< 1 year,2015,114,30393
"Riverside County, CA",6065,< 1 year,2016,143,30446
"Riverside County, CA",6065,1-4 years,1999,44,98539
"Riverside County, CA",6065,1-4 years,2000,38,98725
"Riverside County, CA",6065,1-4 years,2001,30,100180
"Riverside County, CA",6065,1-4 years,2002,35,104283
"Riverside County, CA",6065,1-4 years,2003,34,108981
"Riverside County, CA",6065,1-4 years,2004,28,115105
"Riverside County, CA",6065,1-4 years,2005,37,120872
"Riverside County, CA",6065,1-4 years,2006,35,126742
"Riverside County, CA",6065,1-4 years,2007,38,130549
"Riverside County, CA",6065,1-4 years,2008,26,129795
"Riverside County, CA",6065,1-4 years,2009,40,130890
"Riverside County, CA",6065,1-4 years,2010,19,131874
"Riverside County, CA",6065,1-4 years,2011,35,130936
"Riverside County, CA",6065,1-4 years,2012,32,129295
"Riverside County, CA",6065,1-4 years,2013,28,127239
"Riverside County, CA",6065,1-4 years,2014,19,126995
"Riverside County, CA",6065,1-4 years,2015,32,126811
"Riverside County, CA",6065,1-4 years,2016,30,127067
"Riverside County, CA",6065,5-9 years,1999,18,138744
"Riverside County, CA",6065,5-9 years,2000,19,139468
"Riverside County, CA",6065,5-9 years,2001,24,140377
"Riverside County, CA",6065,5-9 years,2002,19,141837
"Riverside County, CA",6065,5-9 years,2003,13,144714
"Riverside County, CA",6065,5-9 years,2004,21,146919
"Riverside County, CA",6065,5-9 years,2005,24,148818
"Riverside County, CA",6065,5-9 years,2006,25,153268
"Riverside County, CA",6065,5-9 years,2007,13,157706
"Riverside County, CA",6065,5-9 years,2008,20,160808
"Riverside County, CA",6065,5-9 years,2009,10,163652
"Riverside County, CA",6065,5-9 years,2010,16,167065
"Riverside County, CA",6065,5-9 years,2011,16,167963
"Riverside County, CA",6065,5-9 years,2012,13,170044
"Riverside County, CA",6065,5-9 years,2013,11,171595
"Riverside County, CA",6065,5-9 years,2014,15,171516
"Riverside County, CA",6065,5-9 years,2015,15,171619
"Riverside County, CA",6065,5-9 years,2016,24,171909
"Riverside County, CA",6065,10-14 years,1999,17,127408
"Riverside County, CA",6065,10-14 years,2000,22,133886
"Riverside County, CA",6065,10-14 years,2001,22,143262
"Riverside County, CA",6065,10-14 years,2002,26,151229
"Riverside County, CA",6065,10-14 years,2003,39,159376
"Riverside County, CA",6065,10-14 years,2004,23,167033
"Riverside County, CA",6065,10-14 years,2005,35,171978
"Riverside County, CA",6065,10-14 years,2006,17,176688
"Riverside County, CA",6065,10-14 years,2007,21,178735
"Riverside County, CA",6065,10-14 years,2008,17,178216
"Riverside County, CA",6065,10-14 years,2009,23,176938
"Riverside County, CA",6065,10-14 years,2010,20,177644
"Riverside County, CA",6065,10-14 years,2011,22,177162
"Riverside County, CA",6065,10-14 years,2012,18,175825
"Riverside County, CA",6065,10-14 years,2013,26,175166
"Riverside County, CA",6065,10-14 years,2014,25,175093
"Riverside County, CA",6065,10-14 years,2015,15,174391
"Riverside County, CA",6065,10-14 years,2016,15,175235
"Riverside County, CA",6065,15-19 years,1999,57,114785
"Riverside County, CA",6065,15-19 years,2000,65,119725
"Riverside County, CA",6065,15-19 years,2001,83,124807
"Riverside County, CA",6065,15-19 years,2002,72,130788
"Riverside County, CA",6065,15-19 years,2003,88,138499
"Riverside County, CA",6065,15-19 years,2004,85,148213
"Riverside County, CA",6065,15-19 years,2005,99,157528
"Riverside County, CA",6065,15-19 years,2006,104,167626
"Riverside County, CA",6065,15-19 years,2007,80,176513
"Riverside County, CA",6065,15-19 years,2008,94,181350
"Riverside County, CA",6065,15-19 years,2009,84,184742
"Riverside County, CA",6065,15-19 years,2010,63,187125
"Riverside County, CA",6065,15-19 years,2011,63,183573
"Riverside County, CA",6065,15-19 years,2012,64,181505
"Riverside County, CA",6065,15-19 years,2013,55,179872
"Riverside County, CA",6065,15-19 years,2014,73,178536
"Riverside County, CA",6065,15-19 years,2015,71,178250
"Riverside County, CA",6065,15-19 years,2016,68,177977
"Riverside County, CA",6065,20-24 years,1999,81,91405
"Riverside County, CA",6065,20-24 years,2000,96,96374
"Riverside County, CA",6065,20-24 years,2001,123,105839
"Riverside County, CA",6065,20-24 years,2002,89,113648
"Riverside County, CA",6065,20-24 years,2003,129,120491
"Riverside County, CA",6065,20-24 years,2004,111,126311
"Riverside County, CA",6065,20-24 years,2005,111,131472
"Riverside County, CA",6065,20-24 years,2006,156,135976
"Riverside County, CA",6065,20-24 years,2007,152,140730
"Riverside County, CA",6065,20-24 years,2008,132,143568
"Riverside County, CA",6065,20-24 years,2009,127,148638
"Riverside County, CA",6065,20-24 years,2010,106,154572
"Riverside County, CA",6065,20-24 years,2011,123,165892
"Riverside County, CA",6065,20-24 years,2012,147,170917
"Riverside County, CA",6065,20-24 years,2013,124,172564
"Riverside County, CA",6065,20-24 years,2014,128,173236
"Riverside County, CA",6065,20-24 years,2015,134,171982
"Riverside County, CA",6065,20-24 years,2016,129,169940
"Riverside County, CA",6065,25-34 years,1999,224,204780
"Riverside County, CA",6065,25-34 years,2000,232,204223
"Riverside County, CA",6065,25-34 years,2001,210,209771
"Riverside County, CA",6065,25-34 years,2002,222,218384
"Riverside County, CA",6065,25-34 years,2003,217,229565
"Riverside County, CA",6065,25-34 years,2004,257,241475
"Riverside County, CA",6065,25-34 years,2005,260,250825
"Riverside County, CA",6065,25-34 years,2006,287,262492
"Riverside County, CA",6065,25-34 years,2007,266,270170
"Riverside County, CA",6065,25-34 years,2008,236,272127
"Riverside County, CA",6065,25-34 years,2009,229,275746
"Riverside County, CA",6065,25-34 years,2010,233,282429
"Riverside County, CA",6065,25-34 years,2011,247,292607
"Riverside County, CA",6065,25-34 years,2012,264,298613
"Riverside County, CA",6065,25-34 years,2013,274,305536
"Riverside County, CA",6065,25-34 years,2014,284,313840
"Riverside County, CA",6065,25-34 years,2015,344,321155
"Riverside County, CA",6065,25-34 years,2016,334,330030
"Riverside County, CA",6065,35-44 years,1999,466,236376
"Riverside County, CA",6065,35-44 years,2000,468,242170
"Riverside County, CA",6065,35-44 years,2001,477,250849
"Riverside County, CA",6065,35-44 years,2002,503,257835
"Riverside County, CA",6065,35-44 years,2003,495,267489
"Riverside County, CA",6065,35-44 years,2004,514,277550
"Riverside County, CA",6065,35-44 years,2005,526,285717
"Riverside County, CA",6065,35-44 years,2006,495,293292
"Riverside County, CA",6065,35-44 years,2007,493,296576
"Riverside County, CA",6065,35-44 years,2008,436,294630
"Riverside County, CA",6065,35-44 years,2009,431,292371
"Riverside County, CA",6065,35-44 years,2010,429,293305
"Riverside County, CA",6065,35-44 years,2011,389,294116
"Riverside County, CA",6065,35-44 years,2012,413,295288
"Riverside County, CA",6065,35-44 years,2013,403,295374
"Riverside County, CA",6065,35-44 years,2014,400,296477
"Riverside County, CA",6065,35-44 years,2015,451,298263
"Riverside County, CA",6065,35-44 years,2016,441,301953
"Riverside County, CA",6065,45-54 years,1999,751,167696
"Riverside County, CA",6065,45-54 years,2000,767,176022
"Riverside County, CA",6065,45-54 years,2001,855,191089
"Riverside County, CA",6065,45-54 years,2002,855,202356
"Riverside County, CA",6065,45-54 years,2003,870,216539
"Riverside County, CA",6065,45-54 years,2004,1011,230251
"Riverside County, CA",6065,45-54 years,2005,1058,243178
"Riverside County, CA",6065,45-54 years,2006,1022,256704
"Riverside County, CA",6065,45-54 years,2007,1069,268469
"Riverside County, CA",6065,45-54 years,2008,1086,277362
"Riverside County, CA",6065,45-54 years,2009,1135,286471
"Riverside County, CA",6065,45-54 years,2010,1012,292738
"Riverside County, CA",6065,45-54 years,2011,1061,297669
"Riverside County, CA",6065,45-54 years,2012,985,299012
"Riverside County, CA",6065,45-54 years,2013,982,300187
"Riverside County, CA",6065,45-54 years,2014,992,302021
"Riverside County, CA",6065,45-54 years,2015,1023,303644
"Riverside County, CA",6065,45-54 years,2016,1048,305248
"Riverside County, CA",6065,55-64 years,1999,1138,111465
"Riverside County, CA",6065,55-64 years,2000,1093,115926
"Riverside County, CA",6065,55-64 years,2001,1235,123640
"Riverside County, CA",6065,55-64 years,2002,1280,134458
"Riverside County, CA",6065,55-64 years,2003,1328,145565
"Riverside County, CA",6065,55-64 years,2004,1452,156790
"Riverside County, CA",6065,55-64 years,2005,1483,167365
"Riverside County, CA",6065,55-64 years,2006,1556,177579
"Riverside County, CA",6065,55-64 years,2007,1604,186247
"Riverside County, CA",6065,55-64 years,2008,1639,193536
"Riverside County, CA",6065,55-64 years,2009,1657,203696
"Riverside County, CA",6065,55-64 years,2010,1666,213739
"Riverside County, CA",6065,55-64 years,2011,1832,226730
"Riverside County, CA",6065,55-64 years,2012,1841,232971
"Riverside County, CA",6065,55-64 years,2013,1910,240359
"Riverside County, CA",6065,55-64 years,2014,1982,248399
"Riverside County, CA",6065,55-64 years,2015,2108,257266
"Riverside County, CA",6065,55-64 years,2016,2146,266405
"Riverside County, CA",6065,65-74 years,1999,2353,103140
"Riverside County, CA",6065,65-74 years,2000,2357,103154
"Riverside County, CA",6065,65-74 years,2001,2360,105661
"Riverside County, CA",6065,65-74 years,2002,2380,108116
"Riverside County, CA",6065,65-74 years,2003,2446,111580
"Riverside County, CA",6065,65-74 years,2004,2329,115166
"Riverside County, CA",6065,65-74 years,2005,2322,118084
"Riverside County, CA",6065,65-74 years,2006,2358,122013
"Riverside County, CA",6065,65-74 years,2007,2355,125599
"Riverside County, CA",6065,65-74 years,2008,2379,131449
"Riverside County, CA",6065,65-74 years,2009,2343,136650
"Riverside County, CA",6065,65-74 years,2010,2432,140598
"Riverside County, CA",6065,65-74 years,2011,2425,146988
"Riverside County, CA",6065,65-74 years,2012,2558,156472
"Riverside County, CA",6065,65-74 years,2013,2670,164703
"Riverside County, CA",6065,65-74 years,2014,2750,172771
"Riverside County, CA",6065,65-74 years,2015,2974,181030
"Riverside County, CA",6065,65-74 years,2016,2951,188988
"Riverside County, CA",6065,75-84 years,1999,3762,70377
"Riverside County, CA",6065,75-84 years,2000,3723,71726
"Riverside County, CA",6065,75-84 years,2001,3983,74624
"Riverside County, CA",6065,75-84 years,2002,3958,76654
"Riverside County, CA",6065,75-84 years,2003,4078,78551
"Riverside County, CA",6065,75-84 years,2004,4167,80101
"Riverside County, CA",6065,75-84 years,2005,4110,81361
"Riverside County, CA",6065,75-84 years,2006,4001,82375
"Riverside County, CA",6065,75-84 years,2007,3944,83233
"Riverside County, CA",6065,75-84 years,2008,3866,83902
"Riverside County, CA",6065,75-84 years,2009,3701,84838
"Riverside County, CA",6065,75-84 years,2010,3776,85796
"Riverside County, CA",6065,75-84 years,2011,3855,87719
"Riverside County, CA",6065,75-84 years,2012,3735,89857
"Riverside County, CA",6065,75-84 years,2013,3823,92758
"Riverside County, CA",6065,75-84 years,2014,3838,95410
"Riverside County, CA",6065,75-84 years,2015,3957,98413
"Riverside County, CA",6065,75-84 years,2016,3932,101469
"Riverside County, CA",6065,85+ years,1999,3044,20395
"Riverside County, CA",6065,85+ years,2000,3080,21084
"Riverside County, CA",6065,85+ years,2001,3297,21602
"Riverside County, CA",6065,85+ years,2002,3304,22185
"Riverside County, CA",6065,85+ years,2003,3577,22969
"Riverside County, CA",6065,85+ years,2004,3481,23486
"Riverside County, CA",6065,85+ years,2005,3662,24748
