County,County Code,Age Group,Year,Deaths,Population
"Santa Barbara County, CA",6083,15-19 years,2015,17,36103
"Santa Barbara County, CA",6083,15-19 years,2016,10,36079
"Santa Barbara County, CA",6083,20-24 years,1999,16,35814
"Santa Barbara County, CA",6083,20-24 years,2000,13,37121
"Santa Barbara County, CA",6083,20-24 years,2001,31,38242
"Santa Barbara County, CA",6083,20-24 years,2002,14,40096
"Santa Barbara County, CA",6083,20-24 years,2003,25,41807
"Santa Barbara County, CA",6083,20-24 years,2004,20,42954
"Santa Barbara County, CA",6083,20-24 years,2005,20,43907
"Santa Barbara County, CA",6083,20-24 years,2006,24,44135
"Santa Barbara County, CA",6083,20-24 years,2007,27,44004
"Santa Barbara County, CA",6083,20-24 years,2008,22,43614
"Santa Barbara County, CA",6083,20-24 years,2009,32,43180
"Santa Barbara County, CA",6083,20-24 years,2010,15,43026
"Santa Barbara County, CA",6083,20-24 years,2011,23,45777
"Santa Barbara County, CA",6083,20-24 years,2012,24,48248
"Santa Barbara County, CA",6083,20-24 years,2013,20,50281
"Santa Barbara County, CA",6083,20-24 years,2014,21,51097
"Santa Barbara County, CA",6083,20-24 years,2015,25,51372
"Santa Barbara County, CA",6083,20-24 years,2016,25,50846
"Santa Barbara County, CA",6083,25-34 years,1999,48,56682
"Santa Barbara County, CA",6083,25-34 years,2000,33,55605
"Santa Barbara County, CA",6083,25-34 years,2001,35,53925
"Santa Barbara County, CA",6083,25-34 years,2002,38,53195
"Santa Barbara County, CA",6083,25-34 years,2003,38,52461
"Santa Barbara County, CA",6083,25-34 years,2004,43,52062
"Santa Barbara County, CA",6083,25-34 years,2005,49,51350
"Santa Barbara County, CA",6083,25-34 years,2006,45,51255
"Santa Barbara County, CA",6083,25-34 years,2007,31,52185
"Santa Barbara County, CA",6083,25-34 years,2008,37,54109
"Santa Barbara County, CA",6083,25-34 years,2009,45,56322
"Santa Barbara County, CA",6083,25-34 years,2010,42,57692
"Santa Barbara County, CA",6083,25-34 years,2011,43,56765
"Santa Barbara County, CA",6083,25-34 years,2012,56,56827
"Santa Barbara County, CA",6083,25-34 years,2013,34,57217
"Santa Barbara County, CA",6083,25-34 years,2014,49,58089
"Santa Barbara County, CA",6083,25-34 years,2015,52,58396
"Santa Barbara County, CA",6083,25-34 years,2016,61,59390
"Santa Barbara County, CA",6083,35-44 years,1999,84,60262
"Santa Barbara County, CA",6083,35-44 years,2000,94,60158
"Santa Barbara County, CA",6083,35-44 years,2001,83,59235
"Santa Barbara County, CA",6083,35-44 years,2002,79,57873
"Santa Barbara County, CA",6083,35-44 years,2003,85,56743
"Santa Barbara County, CA",6083,35-44 years,2004,87,55470
"Santa Barbara County, CA",6083,35-44 years,2005,100,54392
"Santa Barbara County, CA",6083,35-44 years,2006,79,53192
"Santa Barbara County, CA",6083,35-44 years,2007,71,52274
"Santa Barbara County, CA",6083,35-44 years,2008,61,51422
"Santa Barbara County, CA",6083,35-44 years,2009,64,50739
"Santa Barbara County, CA",6083,35-44 years,2010,82,50478
"Santa Barbara County, CA",6083,35-44 years,2011,70,49515
"Santa Barbara County, CA",6083,35-44 years,2012,74,49572
"Santa Barbara County, CA",6083,35-44 years,2013,69,49776
"Santa Barbara County, CA",6083,35-44 years,2014,70,49902
"Santa Barbara County, CA",6083,35-44 years,2015,77,50007
"Santa Barbara County, CA",6083,35-44 years,2016,53,49817
"Santa Barbara County, CA",6083,45-54 years,1999,150,47721
"Santa Barbara County, CA",6083,45-54 years,2000,177,48981
"Santa Barbara County, CA",6083,45-54 years,2001,150,50851
"Santa Barbara County, CA",6083,45-54 years,2002,169,51517
"Santa Barbara County, CA",6083,45-54 years,2003,170,52458
"Santa Barbara County, CA",6083,45-54 years,2004,186,52851
"Santa Barbara County, CA",6083,45-54 years,2005,179,53289
"Santa Barbara County, CA",6083,45-54 years,2006,188,53757
"Santa Barbara County, CA",6083,45-54 years,2007,203,54495
"Santa Barbara County, CA",6083,45-54 years,2008,180,54717
"Santa Barbara County, CA",6083,45-54 years,2009,193,55071
"Santa Barbara County, CA",6083,45-54 years,2010,175,54998
"Santa Barbara County, CA",6083,45-54 years,2011,167,53933
"Santa Barbara County, CA",6083,45-54 years,2012,203,53279
"Santa Barbara County, CA",6083,45-54 years,2013,166,52383
"Santa Barbara County, CA",6083,45-54 years,2014,182,51998
"Santa Barbara County, CA",6083,45-54 years,2015,146,51187
"Santa Barbara County, CA",6083,45-54 years,2016,141,50569
"Santa Barbara County, CA",6083,55-64 years,1999,206,30644
"Santa Barbara County, CA",6083,55-64 years,2000,218,31210
"Santa Barbara County, CA",6083,55-64 years,2001,250,32088
"Santa Barbara County, CA",6083,55-64 years,2002,249,33865
"Santa Barbara County, CA",6083,55-64 years,2003,234,35129
"Santa Barbara County, CA",6083,55-64 years,2004,242,36541
"Santa Barbara County, CA",6083,55-64 years,2005,259,37915
"Santa Barbara County, CA",6083,55-64 years,2006,274,39227
"Santa Barbara County, CA",6083,55-64 years,2007,268,40551
"Santa Barbara County, CA",6083,55-64 years,2008,293,42000
"Santa Barbara County, CA",6083,55-64 years,2009,307,43469
"Santa Barbara County, CA",6083,55-64 years,2010,291,45015
"Santa Barbara County, CA",6083,55-64 years,2011,264,46712
"Santa Barbara County, CA",6083,55-64 years,2012,334,47363
"Santa Barbara County, CA",6083,55-64 years,2013,307,48291
"Santa Barbara County, CA",6083,55-64 years,2014,331,49119
"Santa Barbara County, CA",6083,55-64 years,2015,329,49903
"Santa Barbara County, CA",6083,55-64 years,2016,330,50463
"Santa Barbara County, CA",6083,65-74 years,1999,503,25447
"Santa Barbara County, CA",6083,65-74 years,2000,455,25338
"Santa Barbara County, CA",6083,65-74 years,2001,449,25217
"Santa Barbara County, CA",6083,65-74 years,2002,462,24954
"Santa Barbara County, CA",6083,65-74 years,2003,400,24673
"Santa Barbara County, CA",6083,65-74 years,2004,416,24473
"Santa Barbara County, CA",6083,65-74 years,2005,390,24421
"Santa Barbara County, CA",6083,65-74 years,2006,354,24317
"Santa Barbara County, CA",6083,65-74 years,2007,376,24673
"Santa Barbara County, CA",6083,65-74 years,2008,406,25539
"Santa Barbara County, CA",6083,65-74 years,2009,357,26247
"Santa Barbara County, CA",6083,65-74 years,2010,362,26776
"Santa Barbara County, CA",6083,65-74 years,2011,368,27609
"Santa Barbara County, CA",6083,65-74 years,2012,373,29401
"Santa Barbara County, CA",6083,65-74 years,2013,390,30847
"Santa Barbara County, CA",6083,65-74 years,2014,426,32412
"Santa Barbara County, CA",6083,65-74 years,2015,415,33931
"Santa Barbara County, CA",6083,65-74 years,2016,417,35313
"Santa Barbara County, CA",6083,75-84 years,1999,898,18323
"Santa Barbara County, CA",6083,75-84 years,2000,920,18531
"Santa Barbara County, CA",6083,75-84 years,2001,901,19005
"Santa Barbara County, CA",6083,75-84 years,2002,907,19129
"Santa Barbara County, CA",6083,75-84 years,2003,894,19324
"Santa Barbara County, CA",6083,75-84 years,2004,870,19287
"Santa Barbara County, CA",6083,75-84 years,2005,823,19223
"Santa Barbara County, CA",6083,75-84 years,2006,749,19008
"Santa Barbara County, CA",6083,75-84 years,2007,779,18981
"Santa Barbara County, CA",6083,75-84 years,2008,761,18908
"Santa Barbara County, CA",6083,75-84 years,2009,731,18618
"Santa Barbara County, CA",6083,75-84 years,2010,690,18532
"Santa Barbara County, CA",6083,75-84 years,2011,678,18459
"Santa Barbara County, CA",6083,75-84 years,2012,699,18476
"Santa Barbara County, CA",6083,75-84 years,2013,709,18683
"Santa Barbara County, CA",6083,75-84 years,2014,695,18968
"Santa Barbara County, CA",6083,75-84 years,2015,705,19252
"Santa Barbara County, CA",6083,75-84 years,2016,702,19445
"Santa Barbara County, CA",6083,85+ years,1999,1009,6742
"Santa Barbara County, CA",6083,85+ years,2000,962,6896
"Santa Barbara County, CA",6083,85+ years,2001,977,6957
"Santa Barbara County, CA",6083,85+ years,2002,973,7033
"Santa Barbara County, CA",6083,85+ years,2003,985,7168
"Santa Barbara County, CA",6083,85+ years,2004,987,7332
"Santa Barbara County, CA",6083,85+ years,2005,1039,7549
"Santa Barbara County, CA",6083,85+ years,2006,1031,7872
"Santa Barbara County, CA",6083,85+ years,2007,985,8260
"Santa Barbara County, CA",6083,85+ years,2008,1095,8608
"Santa Barbara County, CA",6083,85+ years,2009,1070,8962
"Santa Barbara County, CA",6083,85+ years,2010,1147,9090
"Santa Barbara County, CA",6083,85+ years,2011,1201,9413
"Santa Barbara County, CA",6083,85+ years,2012,1195,9669
"Santa Barbara County, CA",6083,85+ years,2013,1236,9894
"Santa Barbara County, CA",6083,85+ years,2014,1183,10095
"Santa Barbara County, CA",6083,85+ years,2015,1303,10400
"Santa Barbara County, CA",6083,85+ years,2016,1378,10581
"Santa Clara County, CA",6085,< 1 year,1999,128,23999
"Santa Clara County, CA",6085,< 1 year,2000,124,23963
"Santa Clara County, CA",6085,< 1 year,2001,109,27424
"Santa Clara County, CA",6085,< 1 year,2002,97,26137
"Santa Clara County, CA",6085,< 1 year,2003,110,26186
"Santa Clara County, CA",6085,< 1 year,2004,119,25485
"Santa Clara County, CA",6085,< 1 year,2005,110,24793
"Santa Clara County, CA",6085,< 1 year,2006,101,24603
"Santa Clara County, CA",6085,< 1 year,2007,105,25072
"Santa Clara County, CA",6085,< 1 year,2008,88,25041
"Santa Clara County, CA",6085,< 1 year,2009,99,23518
"Santa Clara County, CA",6085,< 1 year,2010,66,23751
"Santa Clara County, CA",6085,< 1 year,2011,73,24152
"Santa Clara County, CA",6085,< 1 year,2012,79,23591
"Santa Clara County, CA",6085,< 1 year,2013,84,24387
"Santa Clara County, CA",6085,< 1 year,2014,67,23627
"Santa Clara County, CA",6085,< 1 year,2015,79,24071
"Santa Clara County, CA",6085,< 1 year,2016,79,24038
"Santa Clara County, CA",6085,1-4 years,1999,23,96944
"Santa Clara County, CA",6085,1-4 years,2000,21,95455
"Santa Clara County, CA",6085,1-4 years,2001,20,93028
"Santa Clara County, CA",6085,1-4 years,2002,30,93779
"Santa Clara County, CA",6085,1-4 years,2003,18,95712
"Santa Clara County, CA",6085,1-4 years,2004,20,98572
"Santa Clara County, CA",6085,1-4 years,2005,21,100822
"Santa Clara County, CA",6085,1-4 years,2006,13,99783
"Santa Clara County, CA",6085,1-4 years,2007,14,99669
"Santa Clara County, CA",6085,1-4 years,2008,20,100925
"Santa Clara County, CA",6085,1-4 years,2009,13,101302
"Santa Clara County, CA",6085,1-4 years,2010,10,100713
"Santa Clara County, CA",6085,1-4 years,2011,22,99953
"Santa Clara County, CA",6085,1-4 years,2012,22,98939
"Santa Clara County, CA",6085,1-4 years,2013,11,97256
"Santa Clara County, CA",6085,5-9 years,1999,11,122301
"Santa Clara County, CA",6085,5-9 years,2000,22,120725
"Santa Clara County, CA",6085,5-9 years,2001,15,115818
"Santa Clara County, CA",6085,5-9 years,2002,19,110579
"Santa Clara County, CA",6085,5-9 years,2003,17,107908
"Santa Clara County, CA",6085,5-9 years,2004,14,106100
"Santa Clara County, CA",6085,5-9 years,2005,11,105521
"Santa Clara County, CA",6085,5-9 years,2006,10,108165
"Santa Clara County, CA",6085,5-9 years,2009,14,119196
"Santa Clara County, CA",6085,5-9 years,2012,10,125825
"Santa Clara County, CA",6085,5-9 years,2013,10,127110
"Santa Clara County, CA",6085,5-9 years,2016,10,122106
"Santa Clara County, CA",6085,10-14 years,1999,21,109614
"Santa Clara County, CA",6085,10-14 years,2000,15,111443
"Santa Clara County, CA",6085,10-14 years,2001,12,112604
"Santa Clara County, CA",6085,10-14 years,2002,16,112616
"Santa Clara County, CA",6085,10-14 years,2003,16,112397
"Santa Clara County, CA",6085,10-14 years,2004,13,112191
"Santa Clara County, CA",6085,10-14 years,2005,14,111908
"Santa Clara County, CA",6085,10-14 years,2006,10,111583
"Santa Clara County, CA",6085,10-14 years,2007,12,110971
"Santa Clara County, CA",6085,10-14 years,2008,14,111634
"Santa Clara County, CA",6085,10-14 years,2009,10,112329
"Santa Clara County, CA",6085,10-14 years,2010,12,113570
"Santa Clara County, CA",6085,10-14 years,2014,11,121229
"Santa Clara County, CA",6085,10-14 years,2015,11,122108
"Santa Clara County, CA",6085,15-19 years,1999,39,107157
"Santa Clara County, CA",6085,15-19 years,2000,39,108026
"Santa Clara County, CA",6085,15-19 years,2001,51,107344
"Santa Clara County, CA",6085,15-19 years,2002,32,105867
"Santa Clara County, CA",6085,15-19 years,2003,39,105380
"Santa Clara County, CA",6085,15-19 years,2004,28,106041
"Santa Clara County, CA",6085,15-19 years,2005,44,108038
"Santa Clara County, CA",6085,15-19 years,2006,35,110363
"Santa Clara County, CA",6085,15-19 years,2007,40,112326
"Santa Clara County, CA",6085,15-19 years,2008,42,113927
"Santa Clara County, CA",6085,15-19 years,2009,39,114648
"Santa Clara County, CA",6085,15-19 years,2010,18,114544
"Santa Clara County, CA",6085,15-19 years,2011,34,113814
"Santa Clara County, CA",6085,15-19 years,2012,28,113688
"Santa Clara County, CA",6085,15-19 years,2013,44,113315
"Santa Clara County, CA",6085,15-19 years,2014,35,113099
"Santa Clara County, CA",6085,15-19 years,2015,40,113404
"Santa Clara County, CA",6085,15-19 years,2016,42,114164
"Santa Clara County, CA",6085,20-24 years,1999,53,109923
"Santa Clara County, CA",6085,20-24 years,2000,51,112690
"Santa Clara County, CA",6085,20-24 years,2001,56,115083
"Santa Clara County, CA",6085,20-24 years,2002,46,113424
"Santa Clara County, CA",6085,20-24 years,2003,63,112187
"Santa Clara County, CA",6085,20-24 years,2004,62,110978
"Santa Clara County, CA",6085,20-24 years,2005,69,110911
"Santa Clara County, CA",6085,20-24 years,2006,56,111119
"Santa Clara County, CA",6085,20-24 years,2007,57,111507
"Santa Clara County, CA",6085,20-24 years,2008,53,112256
"Santa Clara County, CA",6085,20-24 years,2009,64,112987
"Santa Clara County, CA",6085,20-24 years,2010,47,113117
"Santa Clara County, CA",6085,20-24 years,2011,66,114945
"Santa Clara County, CA",6085,20-24 years,2012,64,117349
"Santa Clara County, CA",6085,20-24 years,2013,55,119988
"Santa Clara County, CA",6085,20-24 years,2014,64,121993
"Santa Clara County, CA",6085,20-24 years,2015,77,122175
"Santa Clara County, CA",6085,20-24 years,2016,76,120853
"Santa Clara County, CA",6085,25-34 years,1999,165,301305
"Santa Clara County, CA",6085,25-34 years,2000,156,299140
"Santa Clara County, CA",6085,25-34 years,2001,164,298501
"Santa Clara County, CA",6085,25-34 years,2002,132,287747
"Santa Clara County, CA",6085,25-34 years,2003,134,279212
"Santa Clara County, CA",6085,25-34 years,2004,141,271583
"Santa Clara County, CA",6085,25-34 years,2005,121,266539
"Santa Clara County, CA",6085,25-34 years,2006,125,265012
"Santa Clara County, CA",6085,25-34 years,2007,132,265418
"Santa Clara County, CA",6085,25-34 years,2008,136,268526
"Santa Clara County, CA",6085,25-34 years,2009,133,270004
"Santa Clara County, CA",6085,25-34 years,2010,133,269566
"Santa Clara County, CA",6085,25-34 years,2011,111,272992
"Santa Clara County, CA",6085,25-34 years,2012,136,277484
"Santa Clara County, CA",6085,25-34 years,2013,120,282875
"Santa Clara County, CA",6085,25-34 years,2014,132,289836
"Santa Clara County, CA",6085,25-34 years,2015,142,297196
"Santa Clara County, CA",6085,25-34 years,2016,145,303378
"Santa Clara County, CA",6085,35-44 years,1999,352,296213
"Santa Clara County, CA",6085,35-44 years,2000,359,296883
"Santa Clara County, CA",6085,35-44 years,2001,314,294135
"Santa Clara County, CA",6085,35-44 years,2002,354,287534
"Santa Clara County, CA",6085,35-44 years,2003,302,283492
"Santa Clara County, CA",6085,35-44 years,2004,282,281302
"Santa Clara County, CA",6085,35-44 years,2005,286,281447
"Santa Clara County, CA",6085,35-44 years,2006,277,280885
"Santa Clara County, CA",6085,35-44 years,2007,297,279962
"Santa Clara County, CA",6085,35-44 years,2008,273,279950
"Santa Clara County, CA",6085,35-44 years,2009,269,278885
"Santa Clara County, CA",6085,35-44 years,2010,243,278369
"Santa Clara County, CA",6085,35-44 years,2011,223,279957
"Santa Clara County, CA",6085,35-44 years,2012,238,282257
"Santa Clara County, CA",6085,35-44 years,2013,231,283115
"Santa Clara County, CA",6085,35-44 years,2014,207,282094
"Santa Clara County, CA",6085,35-44 years,2015,247,280728
"Santa Clara County, CA",6085,35-44 years,2016,243,278226
"Santa Clara County, CA",6085,45-54 years,1999,597,214008
"Santa Clara County, CA",6085,45-54 years,2000,616,218715
"Santa Clara County, CA",6085,45-54 years,2001,643,224402
"Santa Clara County, CA",6085,45-54 years,2002,635,224805
"Santa Clara County, CA",6085,45-54 years,2003,633,227680
"Santa Clara County, CA",6085,45-54 years,2004,657,230807
"Santa Clara County, CA",6085,45-54 years,2005,691,236632
"Santa Clara County, CA",6085,45-54 years,2006,706,242599
"Santa Clara County, CA",6085,45-54 years,2007,650,249062
"Santa Clara County, CA",6085,45-54 years,2008,677,254957
"Santa Clara County, CA",6085,45-54 years,2009,669,260392
"Santa Clara County, CA",6085,45-54 years,2010,612,263594
"Santa Clara County, CA",6085,45-54 years,2011,653,266650
"Santa Clara County, CA",6085,45-54 years,2012,650,267962
"Santa Clara County, CA",6085,45-54 years,2013,575,269754
"Santa Clara County, CA",6085,45-54 years,2014,642,271495
"Santa Clara County, CA",6085,45-54 years,2015,603,272294
"Santa Clara County, CA",6085,45-54 years,2016,545,271372
"Santa Clara County, CA",6085,55-64 years,1999,895,131689
"Santa Clara County, CA",6085,55-64 years,2000,948,135018
"Santa Clara County, CA",6085,55-64 years,2001,859,137508
"Santa Clara County, CA",6085,55-64 years,2002,821,142966
"Santa Clara County, CA",6085,55-64 years,2003,870,146980
"Santa Clara County, CA",6085,55-64 years,2004,923,151013
"Santa Clara County, CA",6085,55-64 years,2005,908,155881
"Santa Clara County, CA",6085,55-64 years,2006,888,161181
"Santa Clara County, CA",6085,55-64 years,2007,958,166721
"Santa Clara County, CA",6085,55-64 years,2008,989,172361
"Santa Clara County, CA",6085,55-64 years,2009,984,179539
"Santa Clara County, CA",6085,55-64 years,2010,1055,185546
"Santa Clara County, CA",6085,55-64 years,2011,1090,195386
"Santa Clara County, CA",6085,55-64 years,2012,1098,200643
"Santa Clara County, CA",6085,55-64 years,2013,1048,207060
"Santa Clara County, CA",6085,55-64 years,2014,1142,212848
"Santa Clara County, CA",6085,55-64 years,2015,1115,218764
"Santa Clara County, CA",6085,55-64 years,2016,1207,223098
"Santa Clara County, CA",6085,65-74 years,1999,1663,86870
"Santa Clara County, CA",6085,65-74 years,2000,1521,87193
"Santa Clara County, CA",6085,65-74 years,2001,1477,86800
"Santa Clara County, CA",6085,65-74 years,2002,1456,87000
"Santa Clara County, CA",6085,65-74 years,2003,1344,88148
"Santa Clara County, CA",6085,65-74 years,2004,1315,89454
"Santa Clara County, CA",6085,65-74 years,2005,1365,90996
"Santa Clara County, CA",6085,65-74 years,2006,1304,92121
"Santa Clara County, CA",6085,65-74 years,2007,1211,94977
"Santa Clara County, CA",6085,65-74 years,2008,1299,99304
"Santa Clara County, CA",6085,65-74 years,2009,1333,103567
"Santa Clara County, CA",6085,65-74 years,2010,1362,106521
"Santa Clara County, CA",6085,65-74 years,2011,1321,111547
"Santa Clara County, CA",6085,65-74 years,2012,1384,117900
"Santa Clara County, CA",6085,65-74 years,2013,1393,123321
"Santa Clara County, CA",6085,65-74 years,2014,1527,128362
"Santa Clara County, CA",6085,65-74 years,2015,1557,133677
"Santa Clara County, CA",6085,65-74 years,2016,1534,137923
"Santa Clara County, CA",6085,75-84 years,1999,2659,54059
"Santa Clara County, CA",6085,75-84 years,2000,2523,55347
"Santa Clara County, CA",6085,75-84 years,2001,2562,56906
"Santa Clara County, CA",6085,75-84 years,2002,2504,57739
"Santa Clara County, CA",6085,75-84 years,2003,2542,58617
"Santa Clara County, CA",6085,75-84 years,2004,2366,59216
"Santa Clara County, CA",6085,75-84 years,2005,2464,60246
"Santa Clara County, CA",6085,75-84 years,2006,2513,60894
"Santa Clara County, CA",6085,75-84 years,2007,2495,61109
"Santa Clara County, CA",6085,75-84 years,2008,2300,61454
"Santa Clara County, CA",6085,75-84 years,2009,2282,62040
"Santa Clara County, CA",6085,75-84 years,2010,2182,62948
"Santa Clara County, CA",6085,75-84 years,2011,2214,64501
"Santa Clara County, CA",6085,75-84 years,2012,2225,65793
"Santa Clara County, CA",6085,75-84 years,2013,2315,67926
"Santa Clara County, CA",6085,75-84 years,2014,2218,69709
"Santa Clara County, CA",6085,75-84 years,2015,2331,71604
"Santa Clara County, CA",6085,75-84 years,2016,2313,73125
"Santa Clara County, CA",6085,85+ years,1999,2466,17416
"Santa Clara County, CA",6085,85+ years,2000,2448,17987
"Santa Clara County, CA",6085,85+ years,2001,2521,18529
"Santa Clara County, CA",6085,85+ years,2002,2546,19155
"Santa Clara County, CA",6085,85+ years,2003,2551,19693
"Santa Clara County, CA",6085,85+ years,2004,2530,20425
"Santa Clara County, CA",6085,85+ years,2005,2652,21578
"Santa Clara County, CA",6085,85+ years,2006,2913,22851
"Santa Clara County, CA",6085,85+ years,2007,2806,24207
"Santa Clara County, CA",6085,85+ years,2008,3080,25524
"Santa Clara County, CA",6085,85+ years,2009,3048,26730
"Santa Clara County, CA",6085,85+ years,2010,3255,27475
"Santa Clara County, CA",6085,85+ years,2011,3349,29160
"Santa Clara County, CA",6085,85+ years,2012,3473,30336
"Santa Clara County, CA",6085,85+ years,2013,3589,31506
"Santa Clara County, CA",6085,85+ years,2014,3650,32454
"Santa Clara County, CA",6085,85+ years,2015,3843,33508
"Santa Clara County, CA",6085,85+ years,2016,3906,34244
"Santa Cruz County, CA",6087,< 1 year,1999,17,3060
"Santa Cruz County, CA",6087,< 1 year,2000,16,3007
"Santa Cruz County, CA",6087,< 1 year,2001,13,3402
"Santa Cruz County, CA",6087,< 1 year,2002,13,3282
"Santa Cruz County, CA",6087,< 1 year,2003,15,3076
"Santa Cruz County, CA",6087,< 1 year,2004,17,3205
"Santa Cruz County, CA",6087,< 1 year,2005,14,3060
"Santa Cruz County, CA",6087,< 1 year,2006,15,3039
"Santa Cruz County, CA",6087,< 1 year,2007,19,3127
"Santa Cruz County, CA",6087,< 1 year,2010,10,2821
"Santa Cruz County, CA",6087,< 1 year,2011,13,3230
"Santa Cruz County, CA",6087,< 1 year,2012,17,3138
"Santa Cruz County, CA",6087,< 1 year,2013,13,2970
"Santa Cruz County, CA",6087,< 1 year,2014,13,2872
"Santa Cruz County, CA",6087,< 1 year,2015,14,2981
"Santa Cruz County, CA",6087,< 1 year,2016,12,2980
"Santa Cruz County, CA",6087,15-19 years,2004,12,22146
"Santa Cruz County, CA",6087,15-19 years,2005,11,21880
"Santa Cruz County, CA",6087,15-19 years,2008,12,22197
"Santa Cruz County, CA",6087,15-19 years,2013,10,22376
"Santa Cruz County, CA",6087,15-19 years,2014,14,22127
"Santa Cruz County, CA",6087,15-19 years,2015,13,22289
"Santa Cruz County, CA",6087,20-24 years,2000,13,20948
"Santa Cruz County, CA",6087,20-24 years,2001,10,21487
"Santa Cruz County, CA",6087,20-24 years,2002,13,22163
"Santa Cruz County, CA",6087,20-24 years,2003,13,23174
"Santa Cruz County, CA",6087,20-24 years,2004,10,23946
"Santa Cruz County, CA",6087,20-24 years,2005,17,24523
"Santa Cruz County, CA",6087,20-24 years,2007,21,24895
"Santa Cruz County, CA",6087,20-24 years,2008,15,24668
"Santa Cruz County, CA",6087,20-24 years,2009,13,24571
"Santa Cruz County, CA",6087,20-24 years,2010,16,24391
"Santa Cruz County, CA",6087,20-24 years,2011,17,26091
"Santa Cruz County, CA",6087,20-24 years,2012,12,27208
"Santa Cruz County, CA",6087,20-24 years,2013,12,28199
"Santa Cruz County, CA",6087,20-24 years,2014,15,28438
"Santa Cruz County, CA",6087,20-24 years,2016,14,28427
"Santa Cruz County, CA",6087,25-34 years,1999,27,37330
"Santa Cruz County, CA",6087,25-34 years,2000,30,36728
"Santa Cruz County, CA",6087,25-34 years,2001,31,35874
"Santa Cruz County, CA",6087,25-34 years,2002,29,34632
"Santa Cruz County, CA",6087,25-34 years,2003,29,33101
"Santa Cruz County, CA",6087,25-34 years,2004,33,32043
"Santa Cruz County, CA",6087,25-34 years,2005,20,30813
"Santa Cruz County, CA",6087,25-34 years,2006,27,30421
"Santa Cruz County, CA",6087,25-34 years,2007,25,30485
"Santa Cruz County, CA",6087,25-34 years,2008,24,31794
"Santa Cruz County, CA",6087,25-34 years,2009,29,32897
"Santa Cruz County, CA",6087,25-34 years,2010,32,33749
"Santa Cruz County, CA",6087,25-34 years,2011,29,32943
"Santa Cruz County, CA",6087,25-34 years,2012,21,32206
"Santa Cruz County, CA",6087,25-34 years,2013,32,32102
"Santa Cruz County, CA",6087,25-34 years,2014,32,32602
"Santa Cruz County, CA",6087,25-34 years,2015,34,32861
"Santa Cruz County, CA",6087,25-34 years,2016,32,33145
"Santa Cruz County, CA",6087,35-44 years,1999,59,42670
"Santa Cruz County, CA",6087,35-44 years,2000,49,42087
"Santa Cruz County, CA",6087,35-44 years,2001,70,40621
"Santa Cruz County, CA",6087,35-44 years,2002,67,39092
"Santa Cruz County, CA",6087,35-44 years,2003,65,37813
"Santa Cruz County, CA",6087,35-44 years,2004,50,36759
"Santa Cruz County, CA",6087,35-44 years,2005,45,36098
"Santa Cruz County, CA",6087,35-44 years,2006,53,35224
"Santa Cruz County, CA",6087,35-44 years,2007,57,34476
"Santa Cruz County, CA",6087,35-44 years,2008,56,33810
"Santa Cruz County, CA",6087,35-44 years,2009,60,33329
"Santa Cruz County, CA",6087,35-44 years,2010,50,33075
"Santa Cruz County, CA",6087,35-44 years,2011,52,32591
"Santa Cruz County, CA",6087,35-44 years,2012,56,32452
"Santa Cruz County, CA",6087,35-44 years,2013,44,32374
"Santa Cruz County, CA",6087,35-44 years,2014,50,32184
"Santa Cruz County, CA",6087,35-44 years,2015,44,32027
"Santa Cruz County, CA",6087,35-44 years,2016,50,31948
"Santa Cruz County, CA",6087,45-54 years,1999,123,38968
"Santa Cruz County, CA",6087,45-54 years,2000,166,40673
"Santa Cruz County, CA",6087,45-54 years,2001,125,41520
"Santa Cruz County, CA",6087,45-54 years,2002,153,41181
"Santa Cruz County, CA",6087,45-54 years,2003,140,40950
"Santa Cruz County, CA",6087,45-54 years,2004,140,40601
"Santa Cruz County, CA",6087,45-54 years,2005,133,40209
"Santa Cruz County, CA",6087,45-54 years,2006,130,39855
"Santa Cruz County, CA",6087,45-54 years,2007,130,39502
"Santa Cruz County, CA",6087,45-54 years,2008,134,39183
"Santa Cruz County, CA",6087,45-54 years,2009,119,38933
"Santa Cruz County, CA",6087,45-54 years,2010,109,38777
"Santa Cruz County, CA",6087,45-54 years,2011,109,37573
"Santa Cruz County, CA",6087,45-54 years,2012,134,36728
"Santa Cruz County, CA",6087,45-54 years,2013,114,36079
"Santa Cruz County, CA",6087,45-54 years,2014,112,35711
"Santa Cruz County, CA",6087,45-54 years,2015,100,35622
"Santa Cruz County, CA",6087,45-54 years,2016,97,35093
"Santa Cruz County, CA",6087,55-64 years,1999,117,18870
"Santa Cruz County, CA",6087,55-64 years,2000,141,19489
"Santa Cruz County, CA",6087,55-64 years,2001,134,20667
"Santa Cruz County, CA",6087,55-64 years,2002,173,22560
"Santa Cruz County, CA",6087,55-64 years,2003,153,24213
"Santa Cruz County, CA",6087,55-64 years,2004,163,25775
"Santa Cruz County, CA",6087,55-64 years,2005,203,27618
"Santa Cruz County, CA",6087,55-64 years,2006,173,29311
"Santa Cruz County, CA",6087,55-64 years,2007,212,31099
"Santa Cruz County, CA",6087,55-64 years,2008,213,32771
"Santa Cruz County, CA",6087,55-64 years,2009,261,34613
"Santa Cruz County, CA",6087,55-64 years,2010,226,35935
"Santa Cruz County, CA",6087,55-64 years,2011,236,37326
"Santa Cruz County, CA",6087,55-64 years,2012,238,37581
