Age Group,County,County Code,Yearly July 1st Estimates,Population
< 1 year,"Plumas County, CA",6063,2011,167
< 1 year,"Plumas County, CA",6063,2012,154
< 1 year,"Plumas County, CA",6063,2013,145
< 1 year,"Plumas County, CA",6063,2014,160
< 1 year,"Plumas County, CA",6063,2015,136
< 1 year,"Plumas County, CA",6063,2016,154
< 1 year,"Riverside County, CA",6065,1999,22802
< 1 year,"Riverside County, CA",6065,2000,23502
< 1 year,"Riverside County, CA",6065,2001,24933
< 1 year,"Riverside County, CA",6065,2002,25374
< 1 year,"Riverside County, CA",6065,2003,27337
< 1 year,"Riverside County, CA",6065,2004,28142
< 1 year,"Riverside County, CA",6065,2005,29839
< 1 year,"Riverside County, CA",6065,2006,31423
< 1 year,"Riverside County, CA",6065,2007,32887
< 1 year,"Riverside County, CA",6065,2008,33711
< 1 year,"Riverside County, CA",6065,2009,31082
< 1 year,"Riverside County, CA",6065,2010,30444
< 1 year,"Riverside County, CA",6065,2011,30927
< 1 year,"Riverside County, CA",6065,2012,29993
< 1 year,"Riverside County, CA",6065,2013,29808
< 1 year,"Riverside County, CA",6065,2014,30226
< 1 year,"Riverside County, CA",6065,2015,30428
< 1 year,"Riverside County, CA",6065,2016,30275
< 1 year,"Sacramento County, CA",6067,1999,17043
< 1 year,"Sacramento County, CA",6067,2000,17471
< 1 year,"Sacramento County, CA",6067,2001,18491
< 1 year,"Sacramento County, CA",6067,2002,18868
< 1 year,"Sacramento County, CA",6067,2003,19251
< 1 year,"Sacramento County, CA",6067,2004,19830
< 1 year,"Sacramento County, CA",6067,2005,20168
< 1 year,"Sacramento County, CA",6067,2006,20337
< 1 year,"Sacramento County, CA",6067,2007,20716
< 1 year,"Sacramento County, CA",6067,2008,20745
< 1 year,"Sacramento County, CA",6067,2009,19656
< 1 year,"Sacramento County, CA",6067,2010,19566
< 1 year,"Sacramento County, CA",6067,2011,20144
< 1 year,"Sacramento County, CA",6067,2012,19506
< 1 year,"Sacramento County, CA",6067,2013,19422
< 1 year,"Sacramento County, CA",6067,2014,19646
< 1 year,"Sacramento County, CA",6067,2015,19802
< 1 year,"Sacramento County, CA",6067,2016,19449
< 1 year,"San Benito County, CA",6069,1999,910
< 1 year,"San Benito County, CA",6069,2000,969
< 1 year,"San Benito County, CA",6069,2001,896
< 1 year,"San Benito County, CA",6069,2002,965
< 1 year,"San Benito County, CA",6069,2003,875
< 1 year,"San Benito County, CA",6069,2004,856
< 1 year,"San Benito County, CA",6069,2005,865
< 1 year,"San Benito County, CA",6069,2006,870
< 1 year,"San Benito County, CA",6069,2007,861
< 1 year,"San Benito County, CA",6069,2008,776
< 1 year,"San Benito County, CA",6069,2009,731
< 1 year,"San Benito County, CA",6069,2010,752
< 1 year,"San Benito County, CA",6069,2011,757
< 1 year,"San Benito County, CA",6069,2012,710
< 1 year,"San Benito County, CA",6069,2013,735
< 1 year,"San Benito County, CA",6069,2014,720
< 1 year,"San Benito County, CA",6069,2015,713
< 1 year,"San Benito County, CA",6069,2016,703
< 1 year,"San Bernardino County, CA",6071,1999,27236
< 1 year,"San Bernardino County, CA",6071,2000,27722
< 1 year,"San Bernardino County, CA",6071,2001,28451
< 1 year,"San Bernardino County, CA",6071,2002,28708
< 1 year,"San Bernardino County, CA",6071,2003,29814
< 1 year,"San Bernardino County, CA",6071,2004,30190
< 1 year,"San Bernardino County, CA",6071,2005,31271
< 1 year,"San Bernardino County, CA",6071,2006,32111
< 1 year,"San Bernardino County, CA",6071,2007,33188
< 1 year,"San Bernardino County, CA",6071,2008,33399
< 1 year,"San Bernardino County, CA",6071,2009,31176
< 1 year,"San Bernardino County, CA",6071,2010,30475
< 1 year,"San Bernardino County, CA",6071,2011,31238
< 1 year,"San Bernardino County, CA",6071,2012,29997
< 1 year,"San Bernardino County, CA",6071,2013,30358
< 1 year,"San Bernardino County, CA",6071,2014,30456
< 1 year,"San Bernardino County, CA",6071,2015,31058
< 1 year,"San Bernardino County, CA",6071,2016,30097
< 1 year,"San Diego County, CA",6073,1999,39396
< 1 year,"San Diego County, CA",6073,2000,39831
< 1 year,"San Diego County, CA",6073,2001,43138
< 1 year,"San Diego County, CA",6073,2002,42242
< 1 year,"San Diego County, CA",6073,2003,42884
< 1 year,"San Diego County, CA",6073,2004,42706
< 1 year,"San Diego County, CA",6073,2005,42853
< 1 year,"San Diego County, CA",6073,2006,42237
< 1 year,"San Diego County, CA",6073,2007,42780
< 1 year,"San Diego County, CA",6073,2008,42895
< 1 year,"San Diego County, CA",6073,2009,40907
< 1 year,"San Diego County, CA",6073,2010,41294
< 1 year,"San Diego County, CA",6073,2011,44682
< 1 year,"San Diego County, CA",6073,2012,43841
< 1 year,"San Diego County, CA",6073,2013,43772
< 1 year,"San Diego County, CA",6073,2014,44314
< 1 year,"San Diego County, CA",6073,2015,44543
< 1 year,"San Diego County, CA",6073,2016,43841
< 1 year,"San Francisco County, CA",6075,1999,7012
< 1 year,"San Francisco County, CA",6075,2000,7085
< 1 year,"San Francisco County, CA",6075,2001,8482
< 1 year,"San Francisco County, CA",6075,2002,7948
< 1 year,"San Francisco County, CA",6075,2003,8249
< 1 year,"San Francisco County, CA",6075,2004,8004
< 1 year,"San Francisco County, CA",6075,2005,7887
< 1 year,"San Francisco County, CA",6075,2006,7601
< 1 year,"San Francisco County, CA",6075,2007,8006
< 1 year,"San Francisco County, CA",6075,2008,8029
< 1 year,"San Francisco County, CA",6075,2009,7950
< 1 year,"San Francisco County, CA",6075,2010,7913
< 1 year,"San Francisco County, CA",6075,2011,9012
< 1 year,"San Francisco County, CA",6075,2012,8933
< 1 year,"San Francisco County, CA",6075,2013,9221
< 1 year,"San Francisco County, CA",6075,2014,9106
< 1 year,"San Francisco County, CA",6075,2015,9266
< 1 year,"San Francisco County, CA",6075,2016,9051
< 1 year,"San Joaquin County, CA",6077,1999,8418
< 1 year,"San Joaquin County, CA",6077,2000,8715
< 1 year,"San Joaquin County, CA",6077,2001,9810
< 1 year,"San Joaquin County, CA",6077,2002,10009
< 1 year,"San Joaquin County, CA",6077,2003,10080
< 1 year,"San Joaquin County, CA",6077,2004,10506
< 1 year,"San Joaquin County, CA",6077,2005,11022
< 1 year,"San Joaquin County, CA",6077,2006,11411
< 1 year,"San Joaquin County, CA",6077,2007,11439
< 1 year,"San Joaquin County, CA",6077,2008,11197
< 1 year,"San Joaquin County, CA",6077,2009,10649
< 1 year,"San Joaquin County, CA",6077,2010,10481
< 1 year,"San Joaquin County, CA",6077,2011,10516
< 1 year,"San Joaquin County, CA",6077,2012,10056
< 1 year,"San Joaquin County, CA",6077,2013,10039
< 1 year,"San Joaquin County, CA",6077,2014,9895
< 1 year,"San Joaquin County, CA",6077,2015,9987
< 1 year,"San Joaquin County, CA",6077,2016,10058
< 1 year,"San Luis Obispo County, CA",6079,1999,2333
< 1 year,"San Luis Obispo County, CA",6079,2000,2334
< 1 year,"San Luis Obispo County, CA",6079,2001,2405
< 1 year,"San Luis Obispo County, CA",6079,2002,2276
< 1 year,"San Luis Obispo County, CA",6079,2003,2518
< 1 year,"San Luis Obispo County, CA",6079,2004,2604
< 1 year,"San Luis Obispo County, CA",6079,2005,2577
< 1 year,"San Luis Obispo County, CA",6079,2006,2586
< 1 year,"San Luis Obispo County, CA",6079,2007,2759
< 1 year,"San Luis Obispo County, CA",6079,2008,2749
< 1 year,"San Luis Obispo County, CA",6079,2009,2624
< 1 year,"San Luis Obispo County, CA",6079,2010,2652
< 1 year,"San Luis Obispo County, CA",6079,2011,2630
< 1 year,"San Luis Obispo County, CA",6079,2012,2615
< 1 year,"San Luis Obispo County, CA",6079,2013,2622
< 1 year,"San Luis Obispo County, CA",6079,2014,2619
< 1 year,"San Luis Obispo County, CA",6079,2015,2600
< 1 year,"San Luis Obispo County, CA",6079,2016,2678
< 1 year,"San Mateo County, CA",6081,1999,9473
< 1 year,"San Mateo County, CA",6081,2000,9578
< 1 year,"San Mateo County, CA",6081,2001,10351
< 1 year,"San Mateo County, CA",6081,2002,10108
< 1 year,"San Mateo County, CA",6081,2003,9990
< 1 year,"San Mateo County, CA",6081,2004,9753
< 1 year,"San Mateo County, CA",6081,2005,9634
< 1 year,"San Mateo County, CA",6081,2006,9496
< 1 year,"San Mateo County, CA",6081,2007,9437
< 1 year,"San Mateo County, CA",6081,2008,9463
< 1 year,"San Mateo County, CA",6081,2009,9057
< 1 year,"San Mateo County, CA",6081,2010,9256
< 1 year,"San Mateo County, CA",6081,2011,9174
< 1 year,"San Mateo County, CA",6081,2012,9038
< 1 year,"San Mateo County, CA",6081,2013,9115
< 1 year,"San Mateo County, CA",6081,2014,8993
< 1 year,"San Mateo County, CA",6081,2015,9216
< 1 year,"San Mateo County, CA",6081,2016,8959
< 1 year,"Santa Barbara County, CA",6083,1999,5073
< 1 year,"Santa Barbara County, CA",6083,2000,5060
< 1 year,"Santa Barbara County, CA",6083,2001,5571
< 1 year,"Santa Barbara County, CA",6083,2002,5422
< 1 year,"Santa Barbara County, CA",6083,2003,5454
< 1 year,"Santa Barbara County, CA",6083,2004,5605
< 1 year,"Santa Barbara County, CA",6083,2005,5845
< 1 year,"Santa Barbara County, CA",6083,2006,5621
< 1 year,"Santa Barbara County, CA",6083,2007,5677
< 1 year,"Santa Barbara County, CA",6083,2008,5623
< 1 year,"Santa Barbara County, CA",6083,2009,5426
< 1 year,"Santa Barbara County, CA",6083,2010,5554
< 1 year,"Santa Barbara County, CA",6083,2011,5760
< 1 year,"Santa Barbara County, CA",6083,2012,5665
< 1 year,"Santa Barbara County, CA",6083,2013,5724
< 1 year,"Santa Barbara County, CA",6083,2014,5777
< 1 year,"Santa Barbara County, CA",6083,2015,5822
< 1 year,"Santa Barbara County, CA",6083,2016,5672
< 1 year,"Santa Clara County, CA",6085,1999,23999
< 1 year,"Santa Clara County, CA",6085,2000,24412
< 1 year,"Santa Clara County, CA",6085,2001,27424
< 1 year,"Santa Clara County, CA",6085,2002,26137
< 1 year,"Santa Clara County, CA",6085,2003,26186
< 1 year,"Santa Clara County, CA",6085,2004,25485
< 1 year,"Santa Clara County, CA",6085,2005,24793
< 1 year,"Santa Clara County, CA",6085,2006,24603
< 1 year,"Santa Clara County, CA",6085,2007,25072
< 1 year,"Santa Clara County, CA",6085,2008,25041
< 1 year,"Santa Clara County, CA",6085,2009,23518
< 1 year,"Santa Clara County, CA",6085,2010,23854
< 1 year,"Santa Clara County, CA",6085,2011,24225
< 1 year,"Santa Clara County, CA",6085,2012,23688
< 1 year,"Santa Clara County, CA",6085,2013,24447
< 1 year,"Santa Clara County, CA",6085,2014,23748
< 1 year,"Santa Clara County, CA",6085,2015,24039
< 1 year,"Santa Clara County, CA",6085,2016,23604
< 1 year,"Santa Cruz County, CA",6087,1999,3060
< 1 year,"Santa Cruz County, CA",6087,2000,3048
< 1 year,"Santa Cruz County, CA",6087,2001,3402
< 1 year,"Santa Cruz County, CA",6087,2002,3282
< 1 year,"Santa Cruz County, CA",6087,2003,3076
< 1 year,"Santa Cruz County, CA",6087,2004,3205
< 1 year,"Santa Cruz County, CA",6087,2005,3060
< 1 year,"Santa Cruz County, CA",6087,2006,3039
< 1 year,"Santa Cruz County, CA",6087,2007,3127
< 1 year,"Santa Cruz County, CA",6087,2008,3034
< 1 year,"Santa Cruz County, CA",6087,2009,2813
< 1 year,"Santa Cruz County, CA",6087,2010,2946
< 1 year,"Santa Cruz County, CA",6087,2011,3243
< 1 year,"Santa Cruz County, CA",6087,2012,3158
< 1 year,"Santa Cruz County, CA",6087,2013,2990
< 1 year,"Santa Cruz County, CA",6087,2014,2893
< 1 year,"Santa Cruz County, CA",6087,2015,2986
< 1 year,"Santa Cruz County, CA",6087,2016,2837
< 1 year,"Shasta County, CA",6089,1999,1766
< 1 year,"Shasta County, CA",6089,2000,1773
< 1 year,"Shasta County, CA",6089,2001,1823
< 1 year,"Shasta County, CA",6089,2002,1946
< 1 year,"Shasta County, CA",6089,2003,1913
< 1 year,"Shasta County, CA",6089,2004,2049
< 1 year,"Shasta County, CA",6089,2005,2039
< 1 year,"Shasta County, CA",6089,2006,2067
< 1 year,"Shasta County, CA",6089,2007,2146
< 1 year,"Shasta County, CA",6089,2008,2182
< 1 year,"Shasta County, CA",6089,2009,2069
< 1 year,"Shasta County, CA",6089,2010,2015
< 1 year,"Shasta County, CA",6089,2011,2107
< 1 year,"Shasta County, CA",6089,2012,2067
< 1 year,"Shasta County, CA",6089,2013,2107
< 1 year,"Shasta County, CA",6089,2014,2150
< 1 year,"Shasta County, CA",6089,2015,2093
< 1 year,"Shasta County, CA",6089,2016,2030
< 1 year,"Sierra County, CA",6091,1999,28
< 1 year,"Sierra County, CA",6091,2000,29
< 1 year,"Sierra County, CA",6091,2001,18
< 1 year,"Sierra County, CA",6091,2002,28
< 1 year,"Sierra County, CA",6091,2003,38
< 1 year,"Sierra County, CA",6091,2004,34
< 1 year,"Sierra County, CA",6091,2005,33
< 1 year,"Sierra County, CA",6091,2006,44
< 1 year,"Sierra County, CA",6091,2007,36
< 1 year,"Sierra County, CA",6091,2008,37
< 1 year,"Sierra County, CA",6091,2009,35
< 1 year,"Sierra County, CA",6091,2010,32
< 1 year,"Sierra County, CA",6091,2011,17
< 1 year,"Sierra County, CA",6091,2012,20
< 1 year,"Sierra County, CA",6091,2013,19
< 1 year,"Sierra County, CA",6091,2014,15
< 1 year,"Sierra County, CA",6091,2015,16
< 1 year,"Sierra County, CA",6091,2016,28
< 1 year,"Siskiyou County, CA",6093,1999,432
< 1 year,"Siskiyou County, CA",6093,2000,437
< 1 year,"Siskiyou County, CA",6093,2001,420
< 1 year,"Siskiyou County, CA",6093,2002,410
< 1 year,"Siskiyou County, CA",6093,2003,439
< 1 year,"Siskiyou County, CA",6093,2004,473
< 1 year,"Siskiyou County, CA",6093,2005,486
< 1 year,"Siskiyou County, CA",6093,2006,458
< 1 year,"Siskiyou County, CA",6093,2007,534
< 1 year,"Siskiyou County, CA",6093,2008,509
< 1 year,"Siskiyou County, CA",6093,2009,508
< 1 year,"Siskiyou County, CA",6093,2010,450
< 1 year,"Siskiyou County, CA",6093,2011,460
< 1 year,"Siskiyou County, CA",6093,2012,492
< 1 year,"Siskiyou County, CA",6093,2013,450
< 1 year,"Siskiyou County, CA",6093,2014,461
< 1 year,"Siskiyou County, CA",6093,2015,397
< 1 year,"Siskiyou County, CA",6093,2016,432
< 1 year,"Solano County, CA",6095,1999,5389
< 1 year,"Solano County, CA",6095,2000,5512
< 1 year,"Solano County, CA",6095,2001,5756
< 1 year,"Solano County, CA",6095,2002,5673
< 1 year,"Solano County, CA",6095,2003,5650
< 1 year,"Solano County, CA",6095,2004,5535
< 1 year,"Solano County, CA",6095,2005,5360
< 1 year,"Solano County, CA",6095,2006,5440
< 1 year,"Solano County, CA",6095,2007,5492
< 1 year,"Solano County, CA",6095,2008,5453
< 1 year,"Solano County, CA",6095,2009,5142
< 1 year,"Solano County, CA",6095,2010,5080
< 1 year,"Solano County, CA",6095,2011,5163
< 1 year,"Solano County, CA",6095,2012,5058
< 1 year,"Solano County, CA",6095,2013,5107
< 1 year,"Solano County, CA",6095,2014,5216
< 1 year,"Solano County, CA",6095,2015,5257
< 1 year,"Solano County, CA",6095,2016,5040
< 1 year,"Sonoma County, CA",6097,1999,5262
< 1 year,"Sonoma County, CA",6097,2000,5305
< 1 year,"Sonoma County, CA",6097,2001,5661
< 1 year,"Sonoma County, CA",6097,2002,5634
< 1 year,"Sonoma County, CA",6097,2003,5703
< 1 year,"Sonoma County, CA",6097,2004,5747
< 1 year,"Sonoma County, CA",6097,2005,5525
< 1 year,"Sonoma County, CA",6097,2006,5474
< 1 year,"Sonoma County, CA",6097,2007,5504
< 1 year,"Sonoma County, CA",6097,2008,5437
< 1 year,"Sonoma County, CA",6097,2009,5426
< 1 year,"Sonoma County, CA",6097,2010,5530
< 1 year,"Sonoma County, CA",6097,2011,5329
< 1 year,"Sonoma County, CA",6097,2012,5075
< 1 year,"Sonoma County, CA",6097,2013,5098
< 1 year,"Sonoma County, CA",6097,2014,5024
< 1 year,"Sonoma County, CA",6097,2015,5100
< 1 year,"Sonoma County, CA",6097,2016,5063
< 1 year,"Stanislaus County, CA",6099,1999,6694
< 1 year,"Stanislaus County, CA",6099,2000,6854
< 1 year,"Stanislaus County, CA",6099,2001,7322
< 1 year,"Stanislaus County, CA",6099,2002,7661
< 1 year,"Stanislaus County, CA",6099,2003,7954
< 1 year,"Stanislaus County, CA",6099,2004,7743
< 1 year,"Stanislaus County, CA",6099,2005,8133
< 1 year,"Stanislaus County, CA",6099,2006,8115
< 1 year,"Stanislaus County, CA",6099,2007,8464
< 1 year,"Stanislaus County, CA",6099,2008,8574
< 1 year,"Stanislaus County, CA",6099,2009,7949
< 1 year,"Stanislaus County, CA",6099,2010,7701
< 1 year,"Stanislaus County, CA",6099,2011,7784
< 1 year,"Stanislaus County, CA",6099,2012,7667
< 1 year,"Stanislaus County, CA",6099,2013,7499
< 1 year,"Stanislaus County, CA",6099,2014,7474
< 1 year,"Stanislaus County, CA",6099,2015,7675
< 1 year,"Stanislaus County, CA",6099,2016,7716
< 1 year,"Sutter County, CA",6101,1999,1084
< 1 year,"Sutter County, CA",6101,2000,1095
< 1 year,"Sutter County, CA",6101,2001,1147
< 1 year,"Sutter County, CA",6101,2002,1234
< 1 year,"Sutter County, CA",6101,2003,1314
< 1 year,"Sutter County, CA",6101,2004,1302
< 1 year,"Sutter County, CA",6101,2005,1417
< 1 year,"Sutter County, CA",6101,2006,1373
< 1 year,"Sutter County, CA",6101,2007,1476
< 1 year,"Sutter County, CA",6101,2008,1503
< 1 year,"Sutter County, CA",6101,2009,1401
< 1 year,"Sutter County, CA",6101,2010,1355
< 1 year,"Sutter County, CA",6101,2011,1334
< 1 year,"Sutter County, CA",6101,2012,1321
< 1 year,"Sutter County, CA",6101,2013,1225
< 1 year,"Sutter County, CA",6101,2014,1296
< 1 year,"Sutter County, CA",6101,2015,1310
< 1 year,"Sutter County, CA",6101,2016,1325
< 1 year,"Tehama County, CA",6103,1999,649
< 1 year,"Tehama County, CA",6103,2000,655
< 1 year,"Tehama County, CA",6103,2001,689
< 1 year,"Tehama County, CA",6103,2002,722
< 1 year,"Tehama County, CA",6103,2003,733
< 1 year,"Tehama County, CA",6103,2004,828
< 1 year,"Tehama County, CA",6103,2005,841
< 1 year,"Tehama County, CA",6103,2006,908
< 1 year,"Tehama County, CA",6103,2007,853
< 1 year,"Tehama County, CA",6103,2008,887
< 1 year,"Tehama County, CA",6103,2009,935
< 1 year,"Tehama County, CA",6103,2010,850
< 1 year,"Tehama County, CA",6103,2011,732
< 1 year,"Tehama County, CA",6103,2012,727
< 1 year,"Tehama County, CA",6103,2013,727
< 1 year,"Tehama County, CA",6103,2014,807
< 1 year,"Tehama County, CA",6103,2015,814
< 1 year,"Tehama County, CA",6103,2016,823
< 1 year,"Trinity County, CA",6105,1999,98
< 1 year,"Trinity County, CA",6105,2000,99
< 1 year,"Trinity County, CA",6105,2001,107
< 1 year,"Trinity County, CA",6105,2002,110
< 1 year,"Trinity County, CA",6105,2003,113
< 1 year,"Trinity County, CA",6105,2004,109
< 1 year,"Trinity County, CA",6105,2005,126
< 1 year,"Trinity County, CA",6105,2006,124
< 1 year,"Trinity County, CA",6105,2007,128
< 1 year,"Trinity County, CA",6105,2008,113
< 1 year,"Trinity County, CA",6105,2009,132
< 1 year,"Trinity County, CA",6105,2010,116
< 1 year,"Trinity County, CA",6105,2011,111
< 1 year,"Trinity County, CA",6105,2012,114
< 1 year,"Trinity County, CA",6105,2013,119
< 1 year,"Trinity County, CA",6105,2014,111
< 1 year,"Trinity County, CA",6105,2015,102
< 1 year,"Trinity County, CA",6105,2016,107
< 1 year,"Tulare County, CA",6107,1999,6548
< 1 year,"Tulare County, CA",6107,2000,6644
< 1 year,"Tulare County, CA",6107,2001,7243
< 1 year,"Tulare County, CA",6107,2002,7206
< 1 year,"Tulare County, CA",6107,2003,7521
< 1 year,"Tulare County, CA",6107,2004,7696
< 1 year,"Tulare County, CA",6107,2005,8081
< 1 year,"Tulare County, CA",6107,2006,7902
< 1 year,"Tulare County, CA",6107,2007,8200
< 1 year,"Tulare County, CA",6107,2008,8519
< 1 year,"Tulare County, CA",6107,2009,8238
< 1 year,"Tulare County, CA",6107,2010,8027
< 1 year,"Tulare County, CA",6107,2011,8110
< 1 year,"Tulare County, CA",6107,2012,7993
